,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
2340,,T1556.003,Pluggable Authentication Modules,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2341,,T1557.002,ARP Cache Poisoning,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2342,,T1558.001,Golden Ticket,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2343,,T1558.002,Silver Ticket,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2344,,T1558.004,AS-REP Roasting,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2345,,T1559.001,Component Object Model,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2346,,T1562.002,Disable Windows Event Logging,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2347,,T1562.004,Disable or Modify System Firewall,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2348,,T1562.009,Safe Mode Boot,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2349,,T1563,Remote Service Session Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2350,,T1563.001,SSH Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2351,,T1563.002,RDP Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2352,,T1564.006,Run Virtual Instance,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2353,,T1564.007,VBA Stomping,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2354,,T1564.009,Resource Forking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2355,,T1566,Phishing,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2356,,T1566.001,Spearphishing Attachment,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2357,,T1569,System Services,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2358,,T1569.002,Service Execution,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2359,,T1571,Non-Standard Port,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2360,,T1572,Protocol Tunneling,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2361,,T1573,Encrypted Channel,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2362,,T1573.001,Symmetric Cryptography,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2363,,T1573.002,Asymmetric Cryptography,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2364,,T1574.001,DLL Search Order Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2365,,T1574.004,Dylib Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2366,,T1574.005,Executable Installer File Permissions Weakness,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2367,,T1574.006,Dynamic Linker Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2368,,T1574.008,Path Interception by Search Order Hijacking,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2369,,T1574.009,Path Interception by Unquoted Path,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2370,,T1574.010,Services File Permissions Weakness,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2371,,T1598,Phishing for Information,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2372,,T1598.002,Spearphishing Attachment,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2373,,T1599.001,Network Address Translation Traversal,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2374,,T1601,Modify System Image,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2375,,T1601.001,Patch System Image,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2376,,T1601.002,Downgrade System Image,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2377,,T1602,Data from Configuration Repository,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2378,,T1602.001,SNMP (MIB Dump),[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2379,,T1612,Build Image on Host,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2380,,T1613,Container and Resource Discovery,[],Configuration Settings,CM-6,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2381,,T1559.003,XPC Services,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2382,,T1648,Serverless Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2383,,T1557.003,DHCP Spoofing,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2384,,T1622,Debugger Evasion,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2385,,T1647,Plist File Modification,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2386,,T1552.007,Container API,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2387,,T1556,Modify Authentication Process,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2388,,T1553.005,Mark-of-the-Web Bypass,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2389,,T1562,Impair Defenses,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2390,,T1574,Hijack Execution Flow,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2391,,T1609,Container Administration Command,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2392,,T1610,Deploy Container,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2393,,T1068,Exploitation for Privilege Escalation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2394,,T1087.001,Local Account,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2395,,T1087.002,Domain Account,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2396,,T1133,External Remote Services,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2397,,T1482,Domain Trust Discovery,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2398,,T1059,Command and Scripting Interpreter,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2399,,T1537,Transfer Data to Cloud Account,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2400,,T1574.007,Path Interception by PATH Environment Variable,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2401,,T1003.001,LSASS Memory,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2402,,T1003.002,Security Account Manager,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2403,,T1046,Network Service Scanning,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2404,,T1199,Trusted Relationship,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2405,,T1218,Signed Binary Proxy Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2406,,T1530,Data from Cloud Storage Object,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2407,,T1548.001,Setuid and Setgid,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2408,,T1555.004,Windows Credential Manager,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2409,,T1557,Adversary-in-the-Middle,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2410,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2411,,T1599,Network Boundary Bridging,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2412,,T1611,Escape to Host,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2413,,T1011,Exfiltration Over Other Network Medium,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2414,,T1011.001,Exfiltration Over Bluetooth,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2415,,T1021.001,Remote Desktop Protocol,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2416,,T1047,Windows Management Instrumentation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2417,,T1053,Scheduled Task/Job,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2418,,T1053.002,At (Windows),[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2419,,T1053.005,Scheduled Task,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2420,,T1059.001,PowerShell,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2421,,T1059.002,AppleScript,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2422,,T1059.005,Visual Basic,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2423,,T1059.008,Network Device CLI,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2424,,T1095,Non-Application Layer Protocol,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2425,,T1098,Account Manipulation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2426,,T1098.001,Additional Cloud Credentials,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2427,,T1098.004,SSH Authorized Keys,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2428,,T1105,Ingress Tool Transfer,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2429,,T1106,Native API,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2430,,T1129,Shared Modules,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2431,,T1176,Browser Extensions,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2432,,T1190,Exploit Public-Facing Application,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2433,,T1195,Supply Chain Compromise,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2434,,T1195.001,Compromise Software Dependencies and Development Tools,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2435,,T1195.002,Compromise Software Supply Chain,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2436,,T1197,BITS Jobs,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2437,,T1204,User Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2438,,T1204.002,Malicious File,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2439,,T1205,Traffic Signaling,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2440,,T1205.001,Port Knocking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2441,,T1210,Exploitation of Remote Services,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2442,,T1216,Signed Script Proxy Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2443,,T1216.001,PubPrn,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2444,,T1218.003,CMSTP,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2445,,T1218.004,InstallUtil,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2446,,T1218.007,Msiexec,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2447,,T1218.008,Odbcconf,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2448,,T1218.009,Regsvcs/Regasm,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2449,,T1218.012,Verclsid,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2450,,T1218.013,Mavinject,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2451,,T1218.014,MMC,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2452,,T1219,Remote Access Software,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2453,,T1221,Template Injection,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2454,,T1490,Inhibit System Recovery,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2455,,T1498.001,Direct Network Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2456,,T1498.002,Reflection Amplification,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2457,,T1499,Endpoint Denial of Service,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2458,,T1499.001,OS Exhaustion Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2459,,T1499.002,Service Exhaustion Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2460,,T1499.003,Application Exhaustion Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2461,,T1499.004,Application or System Exploitation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2462,,T1525,Implant Internal Image,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2463,,T1543,Create or Modify System Process,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2464,,T1543.003,Windows Service,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2465,,T1546.002,Screensaver,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2466,,T1546.006,LC_LOAD_DYLIB Addition,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2467,,T1547.004,Winlogon Helper DLL,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2468,,T1547.006,Kernel Modules and Extensions,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2469,,T1547.007,Re-opened Applications,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2470,,T1548.003,Sudo and Sudo Caching,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2471,,T1552.003,Bash History,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2472,,T1552.005,Cloud Instance Metadata API,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2473,,T1553.001,Gatekeeper Bypass,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2474,,T1559,Inter-Process Communication,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2475,,T1559.002,Dynamic Data Exchange,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2476,,T1562.001,Disable or Modify Tools,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2477,,T1562.003,Impair Command History Logging,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2478,,T1562.006,Indicator Blocking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2479,,T1564.002,Hidden Users,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2480,,T1565,Data Manipulation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2481,,T1565.003,Runtime Data Manipulation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2482,,T1570,Lateral Tool Transfer,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2483,,T1602.002,Network Device Configuration Dump,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2484,,T1003,OS Credential Dumping,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2485,,T1003.005,Cached Domain Credentials,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2486,,T1008,Fallback Channels,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
2487,,T1021.002,SMB/Windows Admin Shares,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
