,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
2415,,T1562.003,Impair Command History Logging,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2416,,T1562.004,Disable or Modify System Firewall,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2417,,T1562.006,Indicator Blocking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2418,,T1562.009,Safe Mode Boot,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2419,,T1563,Remote Service Session Hijacking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2420,,T1563.001,SSH Hijacking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2421,,T1563.002,RDP Hijacking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2422,,T1564.002,Hidden Users,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2423,,T1564.003,Hidden Window,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2424,,T1564.006,Run Virtual Instance,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2425,,T1564.008,Email Hiding Rules,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2426,,T1564.009,Resource Forking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2427,,T1565,Data Manipulation,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2428,,T1565.003,Runtime Data Manipulation,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2429,,T1569,System Services,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2430,,T1569.002,Service Execution,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2431,,T1570,Lateral Tool Transfer,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2432,,T1571,Non-Standard Port,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2433,,T1572,Protocol Tunneling,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2434,,T1573,Encrypted Channel,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2435,,T1573.001,Symmetric Cryptography,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2436,,T1573.002,Asymmetric Cryptography,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2437,,T1574,Hijack Execution Flow,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2438,,T1574.001,DLL Search Order Hijacking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2439,,T1574.006,Dynamic Linker Hijacking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2440,,T1574.007,Path Interception by PATH Environment Variable,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2441,,T1574.008,Path Interception by Search Order Hijacking,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2442,,T1574.009,Path Interception by Unquoted Path,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2443,,T1574.012,COR_PROFILER,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2444,,T1599,Network Boundary Bridging,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2445,,T1599.001,Network Address Translation Traversal,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2446,,T1601,Modify System Image,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2447,,T1601.001,Patch System Image,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2448,,T1601.002,Downgrade System Image,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2449,,T1602,Data from Configuration Repository,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2450,,T1602.001,SNMP (MIB Dump),[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2451,,T1602.002,Network Device Configuration Dump,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2452,,T1609,Container Administration Command,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2453,,T1610,Deploy Container,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2454,,T1611,Escape to Host,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2455,,T1612,Build Image on Host,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2456,,T1613,Container and Resource Discovery,[],Least Functionality,CM-7,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2457,,T1011.001,Exfiltration Over Bluetooth,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2458,,T1020.001,Traffic Duplication,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2459,,T1021.001,Remote Desktop Protocol,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2460,,T1021.003,Distributed Component Object Model,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2461,,T1021.004,SSH,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2462,,T1021.005,VNC,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2463,,T1021.006,Windows Remote Management,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2464,,T1046,Network Service Scanning,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2465,,T1052,Exfiltration Over Physical Medium,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2466,,T1052.001,Exfiltration over USB,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2467,,T1053,Scheduled Task/Job,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2468,,T1053.002,At (Windows),[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2469,,T1053.005,Scheduled Task,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2470,,T1059,Command and Scripting Interpreter,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2471,,T1059.001,PowerShell,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2472,,T1059.005,Visual Basic,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2473,,T1059.007,JavaScript,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2474,,T1068,Exploitation for Privilege Escalation,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2475,,T1072,Software Deployment Tools,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2476,,T1091,Replication Through Removable Media,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2477,,T1092,Communication Through Removable Media,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2478,,T1098.004,SSH Authorized Keys,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2479,,T1119,Automated Collection,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2480,,T1127,Trusted Developer Utilities Proxy Execution,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2481,,T1127.001,MSBuild,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2482,,T1133,External Remote Services,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2483,,T1137,Office Application Startup,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2484,,T1137.001,Office Template Macros,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2485,,T1189,Drive-by Compromise,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2486,,T1190,Exploit Public-Facing Application,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2487,,T1195.003,Compromise Hardware Supply Chain,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2488,,T1203,Exploitation for Client Execution,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2489,,T1210,Exploitation of Remote Services,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2490,,T1211,Exploitation for Defense Evasion,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2491,,T1212,Exploitation for Credential Access,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2492,,T1213,Data from Information Repositories,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2493,,T1213.001,Confluence,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2494,,T1213.002,Sharepoint,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2495,,T1218,Signed Binary Proxy Execution,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2496,,T1218.003,CMSTP,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2497,,T1218.004,InstallUtil,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2498,,T1218.005,Mshta,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2499,,T1218.008,Odbcconf,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2500,,T1218.009,Regsvcs/Regasm,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2501,,T1218.012,Verclsid,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2502,,T1218.013,Mavinject,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2503,,T1218.014,MMC,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2504,,T1221,Template Injection,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2505,,T1495,Firmware Corruption,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2506,,T1505,Server Software Component,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2507,,T1505.001,SQL Stored Procedures,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2508,,T1505.002,Transport Agent,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2509,,T1505.004,IIS Components,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2510,,T1530,Data from Cloud Storage Object,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2511,,T1542,Pre-OS Boot,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2512,,T1542.001,System Firmware,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2513,,T1542.003,Bootkit,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2514,,T1542.004,ROMMONkit,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2515,,T1542.005,TFTP Boot,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2516,,T1546.002,Screensaver,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2517,,T1546.006,LC_LOAD_DYLIB Addition,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2518,,T1546.014,Emond,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2519,,T1547.007,Re-opened Applications,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2520,,T1548,Abuse Elevation Control Mechanism,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2521,,T1548.004,Elevated Execution with Prompt,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2522,,T1553,Subvert Trust Controls,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2523,,T1553.006,Code Signing Policy Modification,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2524,,T1557,Adversary-in-the-Middle,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2525,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2526,,T1557.002,ARP Cache Poisoning,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2527,,T1559,Inter-Process Communication,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2528,,T1559.002,Dynamic Data Exchange,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2529,,T1563,Remote Service Session Hijacking,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2530,,T1563.001,SSH Hijacking,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2531,,T1563.002,RDP Hijacking,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2532,,T1564.006,Run Virtual Instance,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2533,,T1564.007,VBA Stomping,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2534,,T1565,Data Manipulation,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2535,,T1565.001,Stored Data Manipulation,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2536,,T1565.002,Transmitted Data Manipulation,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2537,,T1574,Hijack Execution Flow,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2538,,T1574.004,Dylib Hijacking,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2539,,T1574.007,Path Interception by PATH Environment Variable,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2540,,T1574.008,Path Interception by Search Order Hijacking,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2541,,T1574.009,Path Interception by Unquoted Path,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2542,,T1601,Modify System Image,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2543,,T1601.001,Patch System Image,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2544,,T1601.002,Downgrade System Image,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2545,,T1602,Data from Configuration Repository,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2546,,T1602.001,SNMP (MIB Dump),[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2547,,T1602.002,Network Device Configuration Dump,[],System Component Inventory,CM-8,mitigates,CM,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2548,,T1485,Data Destruction,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2549,,T1486,Data Encrypted for Impact,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2550,,T1490,Inhibit System Recovery,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2551,,T1491,Defacement,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2552,,T1491.001,Internal Defacement,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2553,,T1491.002,External Defacement,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2554,,T1561,Disk Wipe,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2555,,T1561.001,Disk Content Wipe,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2556,,T1561.002,Disk Structure Wipe,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2557,,T1565,Data Manipulation,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2558,,T1565.001,Stored Data Manipulation,[],System Recovery and Reconstitution,CP-10,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2559,,T1485,Data Destruction,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2560,,T1486,Data Encrypted for Impact,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2561,,T1490,Inhibit System Recovery,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2562,,T1491,Defacement,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2563,,T1491.001,Internal Defacement,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2564,,T1491.002,External Defacement,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2565,,T1561,Disk Wipe,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2566,,T1561.001,Disk Content Wipe,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2567,,T1561.002,Disk Structure Wipe,[],Contingency Plan,CP-2,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2568,,T1070,Indicator Removal on Host,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2569,,T1070.001,Clear Windows Event Logs,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2570,,T1070.002,Clear Linux or Mac System Logs,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2571,,T1119,Automated Collection,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2572,,T1486,Data Encrypted for Impact,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2573,,T1565,Data Manipulation,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2574,,T1565.001,Stored Data Manipulation,[],Alternate Storage Site,CP-6,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2575,,T1070,Indicator Removal on Host,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2576,,T1070.001,Clear Windows Event Logs,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2577,,T1070.002,Clear Linux or Mac System Logs,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2578,,T1119,Automated Collection,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2579,,T1485,Data Destruction,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2580,,T1486,Data Encrypted for Impact,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2581,,T1490,Inhibit System Recovery,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2582,,T1491,Defacement,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2583,,T1491.001,Internal Defacement,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2584,,T1491.002,External Defacement,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2585,,T1561,Disk Wipe,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2586,,T1561.001,Disk Content Wipe,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2587,,T1561.002,Disk Structure Wipe,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2588,,T1565,Data Manipulation,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2589,,T1565.001,Stored Data Manipulation,[],Alternate Processing Site,CP-7,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2590,,T1003,OS Credential Dumping,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2591,,T1003.003,NTDS,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2592,,T1005,Data from Local System,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2593,,T1025,Data from Removable Media,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2594,,T1070,Indicator Removal on Host,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2595,,T1070.001,Clear Windows Event Logs,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
2596,,T1070.002,Clear Linux or Mac System Logs,[],System Backup,CP-9,mitigates,CP,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
