,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
239,"Chronicle triggers an alert based on webshell connections which are used to establish persistent access to a compromised machine [backdoor]. 

For example: Detect webshell dropped into a keystore folder on the WebLogic server (`.*/config/keystore/.*\.js.*).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/webserver/oracle_weblogic_exploit.yaral",T1505.003,Web Shell,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
240,"Chronicle triggers an alert based on webshell connections which are used to establish persistent access to a compromised machine [backdoor]. (e.g., `.*/config/keystore/.*\.js.*).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/proactive_exploit_detection/webserver/oracle_weblogic_exploit.yaral",T1059.007,JavaScript,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
241,"Chronicle triggers an alert based on adversary indicators of compromise seen when encrypting or compressing data before exfiltration.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/tree/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation



",T1560,Archive Collected Data,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
242,"Chronicle is able to trigger an alert based on Antivirus notifications that report an exploitation framework (e.g., Metapreter, Metasploit, Powersploit).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detect_service_creation_by_metasploit_on_victim_machine.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/proxy/exploit_framework_user_agent.yaral",T1203,Exploitation for Client Execution,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
243,"Chronicle is able to trigger an alert based on known indicators used by the adversary, such as data encoding techniques.

This technique was scored as minimal based on low or uncertain detection coverage factor.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/ioc_sigma/windows/powershell_encoded_command__sysmon.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/emotet_process_creation.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/suspicious_powershell_parameter_substring.yaral",T1132,Data Encoding,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
244,"Chronicle is able to trigger an alert based on known indicators used by the adversary, such as data encoding techniques for commands &/or C&C traffic.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/suspicious_powershell_parameter_substring.yaral",T1132.001,Standard Encoding,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
245,"Chronicle is able to trigger an alert based on unusual file write events by 3rd party software (e.g., SolarWinds executable "".*\\solarwinds\.businesslayerhost\.exe"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/file_event/unusual_solarwinds_file_creation__via_filewrite.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/security/unusual_solarwinds_child_process__via_cmdline.yaral",T1195.002,Compromise Software Supply Chain,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
246,"Chronicle is able to trigger alerts based on unusual file write events by 3rd party software, specifically SolarWinds executable.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/file_event/unusual_solarwinds_file_creation__via_filewrite.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/suspicious/unusual_location_svchost_write.yaral",T1195,Supply Chain Compromise,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
247,"Chronicle is able to trigger alerts based off suspicious activity on a Linux host that could indicate a bind or reverse shell with Netcat tool.  Note: This rule requires installation of auditbeat on the host machine to properly function. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/linux/possible_bind_or_reverse_shell_via_netcat__auditbeat_for_linux.yaral",T1072,Software Deployment Tools,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
248,"Chronicle is able to generate alerts based off suspicious events, for example: execution of arbitrary code triggered by Netsh Helper DLLs (Netshell (Netsh.exe)).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_configuration_discovery__sysmon_windows_logs.yaral",T1546.007,Netsh Helper DLL,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
249,"Chronicle is able to trigger alerts based off suspicious events and command line arguments that could indicate an adversary tampering with system components.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/detection_of_com_hijacking.yaral",T1505,Server Software Component,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
250,"Chronicle is able to trigger alerts based on suspicious system processes that could indicate hijacking via malicious payloads (e.g., Windows Unquoted Search Path explotation """"C:\\InventoryWebServer.exe"""").

This technique was scored as minimal based on low or uncertain detection coverage factor.",T1574.007,Path Interception by PATH Environment Variable,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
251,"Chronicle is able to trigger alerts based on suspicious system processes that could indicate hijacking via malicious payloads.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/antivirus/detects_powershell_attack__via_av_ids.yaral",T1574,Hijack Execution Flow,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
252,"Chronicle is able to trigger an alert based off command line arguments and suspicious system processes that could indicate adversary's account discovery techniques (e.g., ""net user /domain"", ""C:\\Windows\\System32\\net.exe"", ""C:\\Windows\\System32\\query.exe).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/account_discovery_activity_detector__sysmon_behavior.yaral",T1087.004,Cloud Account,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
253,"Chronicle is able to trigger an alert based off command line arguments and suspicious system processes that could indicate adversary's account discovery techniques.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/account_discovery_activity_detector__sysmon_behavior.yaral",T1087,Account Discovery,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
254,"Chronicle is able to trigger an alert based off system processes that indicate when backup catalogs are deleted from a windows machine. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/backup_catalog_deleted.yaral",T1070.004,File Deletion,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
255,"Chronicle is able to trigger an alert based off suspicious sytem processes, such as using bitsadmin to automatically exfiltrate data from Windows machines (e.g., "".*\\bitsadmin\.exe"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/main/soc_prime_rules/threat_hunting/windows/data_exfiltration_attempt_via_bitsadmin.yaral",T1020,Automated Exfiltration,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
256,"Chronicle is able to trigger an alert based off suspicious system processes or command-line arguments that could indicate exfiltration of data over the C2 channel.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/possible_data_exfiltration_via_smtp.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/data_exfiltration_attempt_via_bitsadmin.yaral

",T1041,Exfiltration Over C2 Channel,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
257,"Chronicle is able to trigger an alert based off suspicious system processes or command-line arguments that could indicate exfiltration of data over other network mediums.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/tree/main/suspicious

",T1011,Exfiltration Over Other Network Medium,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
258,"Chronicle is able to trigger an alert based off suspicious command line arguments or processes that indicate obfuscation techniques to evade cyber defenses. For example, when cmd.exe has been obfuscated.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detect_cmd_exe_obfuscation.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/ursnif_trojan_detection__cmd_obfuscation.yaral",T1027,Obfuscated Files or Information,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
259,"Chronicle is able to trigger an alert based off suspicious system events, such as modifications to Windows password policies (event ID 643 or 4739). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detect_windows_password_policy_changes.yaral",T1484,Domain Policy Modification,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
260,"Chronicle is able to trigger based on suspicious system event logs, such as newly created local user accounts on Windows machines.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/detects_local_user_creation.yaral",T1136,Create Account,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
261,"Chronicle is able to trigger an alert based on system process modifications to existing Windows services which could indicate a malicious payload (e.g., ""C:\\Windows\\System32\\sc.exe"", ""C:\\Windows\\System32\\cmd.exe""). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/underminer_exploit_kit_delivers_malware.yaral",T1543.003,Windows Service,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
262,"Chronicle is able to trigger an alert based off modifications to file time attributes to hide changes to existing files on Windows machines.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/file_creation_time_changed_via_powershell.yaral",T1070.006,Timestomp,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
263,"Chronicle is able to detect suspicious command-line process attempted to escalate privileges. For example: access credential material stored in the procecss memory of the Local Security Authority Subsystem Service (LSASS) on Windows machines (e.g., lsass\.exe). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/tree/main/soc_prime_rules/threat_hunting/windows",T1003.001,LSASS Memory,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
264,"Chronicle is able to trigger an alert based off suspicious  system processes, for example: detects Windows command line executable started from Microsoft's Word or Excel (e.g.., "".*\\WINWORD\.EXE"", "".*\\EXCEL\.EXE""). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/office_macro_starts_cmd.yaral",T1137.001,Office Template Macros,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
265,"Chronicle is able to trigger an alert based off suspicious  system processes, for example: command line executable started from Microsoft's Office-based applications.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/office_starup_folder_persistance.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/office_applications_suspicious_process_activity.yaral",T1137,Office Application Startup,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
266,"Chronicle is able to trigger an alert based off command-line arguments that could indicate adversary's attempting to get information about running processes on Windows machines (e.g., ""tasklist.exe"", ""Get-Process.*"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_process_enumeration__sysmon_windows_logs.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/sysmon/fake_zoom_installer_exe__devil_shadow_botnet.yaral",T1057,Process Discovery,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
267,"Chronicle is able to trigger an alert based off processes and command-line arguments that may indicate adversary reconnaissance and information discovery techniques for network configuration settings (e.g., ""net config"", ""ipconfig.exe"", ""nbtstat.exe).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_configuration_discovery__sysmon_windows_logs.yaral",T1016,System Network Configuration Discovery,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
268,"Chronicle is able to trigger an alert based off command-line arguments that could indicate adversary's attempting to get information about network connections (e.g., ""net config"", ""net use"", ""net file"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_connections_discovery__sysmon_windows_logs.yaral",T1049,System Network Connections Discovery,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
269,"Chronicle is able to trigger an alert based off command-line arguments that could indicate adversary's attempting to get information about system users (e.g., primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_owner_user_discovery__sysmon_windows_logs.yaral",T1033,System Owner/User Discovery,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
270,"Chronicle is able to trigger an alerts based off command-line arguments and suspicious system process that could indicate a tool being used for malicious purposes on Windows machines. For example: PsExec is a free Microsoft tool that can be used to execute a program on another computer.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_psexec_execution.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/ioc_sigma/sysmon/psexec_detector.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/psexec_service_start.yaral",T1588.002,Tool,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
271,"Chronicle is able to trigger an alerts based off suspicious system processes, such as binaries in use on Windows machines. For example: PsExec is a free Microsoft tool that can be used to escalate privileges from administrator to SYSTEM with the -s argument, download files over a network share, and remotely create accounts.

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_psexec_execution.yaral",T1588,Obtain Capabilities,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
272,"Chronicle is able to trigger an alert based on suspicious system events used to evade defenses, such as deletion of Windows security event logs. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/main/gcp_cloudaudit/gcp_log_deletion.yaral",T1070.001,Clear Windows Event Logs,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
273,"Chronicle is able to trigger an alerts based off command-line arguments and suspicious system process that could indicate abuse of Windows system service to execute malicious commands or code (e.g., ""*\\execute\.bat""). 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/smbexec_py_service_installation.yaral",T1569.002,Service Execution,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
274,"Chronicle is able to trigger an alerts based off command-line arguments and suspicious system process that could indicate abuse of system services. 

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/process_creation/suspicious_calculator_usage.yaral

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/abusing_attrib_exe_to_change_file_attributes.yaral",T1569,System Services,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
275,"Chronicle is able to trigger an alert based off suspicious system processes that indicate usage and installation of a backdoor using built-in tools that are accessible from the login screen (e.g., sticky-keys attack).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/sticky_key_like_backdoor_usage.yaral",T1546.008,Accessibility Features,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
276,"Chronicle is able to trigger an alert based off suspicious system processes that could indicate exfiltration attempts using cURL from Windows machines (e.g., C:\\Windows\\System32\\curl.exe).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_curl_usage.yaral",T1048,Exfiltration Over Alternative Protocol,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
277,"Chronicle is able to trigger an alert based off suspicious system processes that could indicate tool transfer attempts using cURL from Windows machines (e.g., C:\\Windows\\System32\\curl.exe).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_curl_usage.yaral",T1105,Ingress Tool Transfer,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
278,"Chronicle is able to trigger an alert based off suspicious  logs that could indicate tampering with the component's firmware (e.g., detects driver load from a temporary directory).

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/suspicious_driver_load_from_temp.yaral",T1495,Firmware Corruption,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
