,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,capability_group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
452,,T1586,Compromise Account,[],Use of stolen authentication credentials (including credential stuffing),action.hacking.variety.Use of stolen creds,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
453,,T1586.001,Compromise Account: Social Media Accounts,[],Use of stolen authentication credentials (including credential stuffing),action.hacking.variety.Use of stolen creds,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
454,,T1586.001,Compromise Account: Social Media Accounts,[],Phishing (or any type of *ishing),action.social.variety.Phishing,related-to,action.social,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
455,,T1586.001,Compromise Account: Social Media Accounts,[],Pretexting (dialogue leveraging invented scenario),action.social.variety.Pretexting,related-to,action.social,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
456,,T1586.002,Compromise Account: Email Accounts,[],Use of stolen authentication credentials (including credential stuffing),action.hacking.variety.Use of stolen creds,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
457,,T1611,Escape to Host,[],Virtual machine escape. Child of 'Exploit vuln'.,action.hacking.variety.Virtual machine escape,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
458,,T1213,Data from Information Repository,[],XML external entities. Child of 'Exploit vuln'.,action.hacking.variety.XML external entities,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
459,,T1213,Data from Information Repository,[],Capture data stored on system disk,action.malware.variety.Capture stored data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
460,,T1546,Event Triggered Execution,[],XML injection. Child of 'Exploit vuln'.,action.hacking.variety.XML injection,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
461,,T1546,Event Triggered Execution,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
462,,T1546,Event Triggered Execution,[],Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',action.malware.variety.Backdoor,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
463,,T1546,Event Triggered Execution,[],Influence or alter human behavior,attribute.integrity.variety.Alter behavior,related-to,attribute.integrity,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
464,,T1574,Hijack Execution Flow,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
465,,T1574,Hijack Execution Flow,[],XML injection. Child of 'Exploit vuln'.,action.hacking.variety.XML injection,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
466,,T1574,Hijack Execution Flow,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
467,,T1574,Hijack Execution Flow,[],Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',action.malware.variety.Backdoor,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
468,,T1010,Application Window Discovery,[],XPath injection. Child of 'Exploit vuln'.,action.hacking.variety.XPath injection,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
469,,T1010,Application Window Discovery,[],Capture data stored on system disk,action.malware.variety.Capture stored data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
470,,T1111,Two-Factor Authentication Interception,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
471,,T1583,Acquire Infrastructure,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
472,,T1583,Acquire Infrastructure,[],Web via user-executed or downloaded content. Child of 'Web application'.,action.malware.vector.Web application - download,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
473,,T1583.001,Acquire Infrastructure: Domains,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
474,,T1583.001,Acquire Infrastructure: Domains,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
475,,T1583.001,Acquire Infrastructure: Domains,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
476,,T1583.001,Acquire Infrastructure: Domains,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
477,,T1583.002,Acquire Infrastructure: DNS Server,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
478,,T1583.002,Acquire Infrastructure: DNS Server,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
479,,T1583.002,Acquire Infrastructure: DNS Server,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
480,,T1583.002,Acquire Infrastructure: DNS Server,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
481,,T1584,Compromise Infrastructure,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
482,,T1584,Compromise Infrastructure,[],Web via user-executed or downloaded content. Child of 'Web application'.,action.malware.vector.Web application - download,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
483,,T1584,Compromise Infrastructure,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
484,,T1584,Compromise Infrastructure,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
485,,T1584.001,Compromise Infrastructure: Domains,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
486,,T1584.001,Compromise Infrastructure: Domains,[],Pretexting (dialogue leveraging invented scenario),action.social.variety.Pretexting,related-to,action.social,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
487,,T1584.001,Compromise Infrastructure: Domains,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
488,,T1584.001,Compromise Infrastructure: Domains,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
489,,T1584.002,Compromise Infrastructure: DNS Server,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
490,,T1584.002,Compromise Infrastructure: DNS Server,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
491,,T1584.002,Compromise Infrastructure: DNS Server,[],"malicious content added to a benign server, such as a webserver, by the actor, without the permission or necessarily knowledge of the server’s owner",value_chain.distribution.variety.Compromised server,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
492,,T1584.002,Compromise Infrastructure: DNS Server,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
493,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
494,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],"malicious content added to a benign server, such as a webserver, by the actor, without the permission or necessarily knowledge of the server’s owner",value_chain.distribution.variety.Compromised server,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
495,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
496,,T1584.004,Compromise Infrastructure: Server,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
497,,T1584.004,Compromise Infrastructure: Server,[],"malicious content added to a benign server, such as a webserver, by the actor, without the permission or necessarily knowledge of the server’s owner",value_chain.distribution.variety.Compromised server,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
498,,T1584.004,Compromise Infrastructure: Server,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
499,,T1584.006,Compromise Infrastructure: Web Services,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
500,,T1584.006,Compromise Infrastructure: Web Services,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
501,,T1584.006,Compromise Infrastructure: Web Services,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
502,,T1587,Develop Capabilities,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
503,,T1587,Develop Capabilities,[],Nothing is known about the need for or type of development investment other than it was present.,value_chain.development.variety.Unknown,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
504,,T1587.001,Develop Capabilities: Malware,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
505,,T1587.001,Develop Capabilities: Malware,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
506,,T1587.001,Develop Capabilities: Malware,[],"A small program that can be distributed, installed, and controlled en mass.",value_chain.development.variety.Bot,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
507,,T1587.001,Develop Capabilities: Malware,[],The portion a program that causes a negative effect.,value_chain.development.variety.Payload,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
508,,T1587.001,Develop Capabilities: Malware,[],Ransomware (encrypt or seize stored data),value_chain.development.variety.Ransomware,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
509,,T1587.001,Develop Capabilities: Malware,[],A program which masquerades as another program to get a target to execute malicious content,value_chain.development.variety.Trojan,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
510,,T1587.002,Develop Capabilities: Code Signing Certificates,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
511,,T1587.002,Develop Capabilities: Code Signing Certificates,[],"The variety of development required is known, but is not listed.",value_chain.development.variety.Other,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
512,,T1587.003,Develop Capabilities: Digital Certificates,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
513,,T1587.003,Develop Capabilities: Digital Certificates,[],"The variety of development required is known, but is not listed.",value_chain.development.variety.Other,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
514,,T1587.004,Develop Capabilities: Exploits,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
515,,T1587.004,Develop Capabilities: Exploits,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
516,,T1587.004,Develop Capabilities: Exploits,[],"Code to exploit a vulnerability, including web injects.",value_chain.development.variety.Exploit,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
517,,T1587.004,Develop Capabilities: Exploits,[],Code sets capable of selecting and trying multiple exploits against a target.,value_chain.development.variety.Exploit Kits,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
518,,T1588,Obtain Capabilities,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
519,,T1588,Obtain Capabilities,[],Nothing is known about the need for or type of development investment other than it was present.,value_chain.development.variety.Unknown,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
520,,T1588.001,Obtain Capabilities: Malware,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
521,,T1588.001,Obtain Capabilities: Malware,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
522,,T1588.001,Obtain Capabilities: Malware,[],"A small program that can be distributed, installed, and controlled en mass.",value_chain.development.variety.Bot,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
523,,T1588.001,Obtain Capabilities: Malware,[],The portion a program that causes a negative effect.,value_chain.development.variety.Payload,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
524,,T1588.001,Obtain Capabilities: Malware,[],Ransomware (encrypt or seize stored data),value_chain.development.variety.Ransomware,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
525,,T1588.001,Obtain Capabilities: Malware,[],A program which masquerades as another program to get a target to execute malicious content,value_chain.development.variety.Trojan,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
526,,T1588.002,Obtain Capabilities: Tool,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
527,,T1588.003,Obtain Capabilities: Code Signing Certificates,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
528,,T1588.003,Obtain Capabilities: Code Signing Certificates,[],"The variety of development required is known, but is not listed.",value_chain.development.variety.Other,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
529,,T1588.004,Obtain Capabilities: Digital Certificates,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
530,,T1588.004,Obtain Capabilities: Digital Certificates,[],"The variety of development required is known, but is not listed.",value_chain.development.variety.Other,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
531,,T1588.005,Obtain Capabilities: Exploits,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
532,,T1588.005,Obtain Capabilities: Exploits,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
533,,T1588.005,Obtain Capabilities: Exploits,[],"Code to exploit a vulnerability, including web injects.",value_chain.development.variety.Exploit,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
534,,T1588.005,Obtain Capabilities: Exploits,[],Code sets capable of selecting and trying multiple exploits against a target.,value_chain.development.variety.Exploit Kits,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
535,,T1588.006,Obtain Capabilities: Vulnerabilities,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
536,,T1588.006,Obtain Capabilities: Vulnerabilities,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
537,,T1599,Network Boundry Bridging,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
538,,T1599.001,Network Boundry Bridging: Network Address Translation Traversal,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
539,,T1606,Forge Web Credentials,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
540,,T1606.001,Forge Web Credentials: Web Cookies,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
541,,T1606.002,Forge Web Credentials: SAML Tokens,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
542,,T1531,Account Access Removal,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
543,,T1531,Account Access Removal,[],Unknown,attribute.integrity.variety.Unknown,related-to,attribute.integrity,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
544,,T1037,Boot or Logon Initialization Script,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
545,,T1037,Boot or Logon Initialization Script,[],Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',action.malware.variety.Backdoor,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
546,,T1037,Boot or Logon Initialization Script,[],Modified configuration or services,attribute.integrity.variety.Modify configuration,related-to,attribute.integrity,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
547,,T1098,Account Manipulation,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
548,,T1098,Account Manipulation,[],Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',action.malware.variety.Backdoor,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
549,,T1098,Account Manipulation,[],Modified privileges or permissions,attribute.integrity.variety.Modify privileges,related-to,attribute.integrity,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
550,,T1136,Create Account,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
551,,T1136,Create Account,[],Malware which compromises a legitimate file rather than creating new filess,action.malware.variety.Modify data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
552,,T1136,Create Account,[],Created new user account,attribute.integrity.variety.Created account,related-to,attribute.integrity,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
553,,T1197,BITS Jobs,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
554,,T1197,BITS Jobs,[],Export data to another site or system,action.malware.variety.Export data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
555,,T1542,Pre-OS Boot,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
556,,T1542,Pre-OS Boot,[],Rootkit (maintain local privileges and stealth),action.malware.variety.Rootkit,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
557,,T1554,Compromise Client Software Binary,[],Backdoor or command and control channel,action.hacking.vector.Backdoor or C2,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
558,,T1554,Compromise Client Software Binary,[],"System or network utilities (e.g., PsTools, Netcat)",action.malware.variety.Adminware,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
559,,T1554,Compromise Client Software Binary,[],Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',action.malware.variety.Backdoor,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
560,,T1554,Compromise Client Software Binary,[],An application which appears legitimate but hides malicious functionality. Child of 'RAT' when combined with 'Backdoor',action.malware.variety.Trojan,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
561,,T1219,Remote Access Software,[],Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,action.hacking.vector.Desktop sharing software,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
562,,T1219,Remote Access Software,[],"System or network utilities (e.g., PsTools, Netcat)",action.malware.variety.Adminware,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
563,,T1497,Virtualization/Sandbox Evasion,[],Hypervisor break-out attack,action.hacking.vector.Hypervisor,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
564,,T1497,Virtualization/Sandbox Evasion,[],Penetration of another VM or web site on shared device or infrastructure,action.hacking.vector.Inter-tenant,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
565,,T1497,Virtualization/Sandbox Evasion,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
566,,T1199,Trusted Relationship,[],Partner connection or credential,action.hacking.vector.Partner,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
567,,T1199,Trusted Relationship,[],Adware,action.malware.variety.Adware,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
568,,T1195,Supply Chain Compromise,[],Partner connection or credential,action.hacking.vector.Partner,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
569,,T1195,Supply Chain Compromise,[],Included in automated software update,action.malware.vector.Software update,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
570,,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,[],Partner connection or credential,action.hacking.vector.Partner,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
571,,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,[],Partner connection or credential,action.hacking.vector.Partner,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
572,,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,[],Partner connection or credential,action.hacking.vector.Partner,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
573,,T1200,Hardware Additions,[],"Physical access or connection (i.e., at keyboard or via cable)",action.hacking.vector.Physical access,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
574,,T1205.001,Traffic Signaling: Port Knocking,[],Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',action.malware.variety.Backdoor,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
575,,T1205.001,Traffic Signaling: Port Knocking,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
576,,T1001.001,Data Obfuscation: Junk Data,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
577,,T1001.001,Data Obfuscation: Junk Data,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
578,,T1071.001,Application Layer Protocol: Web Protocols,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
579,,T1071.001,Application Layer Protocol: Web Protocols,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
580,,T1071.002,Application Layer Protocol: File Transfer Protocol,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
581,,T1071.002,Application Layer Protocol: File Transfer Protocol,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
582,,T1071.003,Application Layer Protocol: Mail Protocols,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
583,,T1071.003,Application Layer Protocol: Mail Protocols,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
584,,T1071.004,Application Layer Protocol: DNS,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
585,,T1071.004,Application Layer Protocol: DNS,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
586,,T1090.001,Proxy: Internal Proxy,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
587,,T1090.002,Proxy: External Proxy,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
588,,T1090.003,Proxy: Multi-hop Proxy,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
589,,T1090.004,Proxy: Domain Fronting,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
590,,T1102.001,Web Service: Dead Drop Resolver,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
591,,T1102.002,Web Service: Bidirectional Communication,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
