,name,control-name,mapping-type,attack-object-key
1970,NIST Security controls,Configuration Settings,mitigates,1970
1971,NIST Security controls,Configuration Settings,mitigates,1971
1972,NIST Security controls,Configuration Settings,mitigates,1972
1973,NIST Security controls,Configuration Settings,mitigates,1973
1974,NIST Security controls,Configuration Settings,mitigates,1974
1975,NIST Security controls,Configuration Settings,mitigates,1975
1976,NIST Security controls,Configuration Settings,mitigates,1976
1977,NIST Security controls,Configuration Settings,mitigates,1977
1978,NIST Security controls,Configuration Settings,mitigates,1978
1979,NIST Security controls,Configuration Settings,mitigates,1979
1980,NIST Security controls,Configuration Settings,mitigates,1980
1981,NIST Security controls,Configuration Settings,mitigates,1981
1982,NIST Security controls,Configuration Settings,mitigates,1982
1983,NIST Security controls,Configuration Settings,mitigates,1983
1984,NIST Security controls,Configuration Settings,mitigates,1984
1985,NIST Security controls,Configuration Settings,mitigates,1985
1986,NIST Security controls,Configuration Settings,mitigates,1986
1987,NIST Security controls,Configuration Settings,mitigates,1987
1988,NIST Security controls,Configuration Settings,mitigates,1988
1989,NIST Security controls,Configuration Settings,mitigates,1989
1990,NIST Security controls,Configuration Settings,mitigates,1990
1991,NIST Security controls,Configuration Settings,mitigates,1991
1992,NIST Security controls,Configuration Settings,mitigates,1992
1993,NIST Security controls,Configuration Settings,mitigates,1993
1994,NIST Security controls,Configuration Settings,mitigates,1994
1995,NIST Security controls,Configuration Settings,mitigates,1995
1996,NIST Security controls,Configuration Settings,mitigates,1996
1997,NIST Security controls,Configuration Settings,mitigates,1997
1998,NIST Security controls,Configuration Settings,mitigates,1998
1999,NIST Security controls,Configuration Settings,mitigates,1999
2000,NIST Security controls,Configuration Settings,mitigates,2000
2001,NIST Security controls,Configuration Settings,mitigates,2001
2002,NIST Security controls,Configuration Settings,mitigates,2002
2003,NIST Security controls,Configuration Settings,mitigates,2003
2004,NIST Security controls,Configuration Settings,mitigates,2004
2005,NIST Security controls,Configuration Settings,mitigates,2005
2006,NIST Security controls,Least Functionality,mitigates,2006
2007,NIST Security controls,Least Functionality,mitigates,2007
2008,NIST Security controls,Least Functionality,mitigates,2008
2009,NIST Security controls,Least Functionality,mitigates,2009
2010,NIST Security controls,Least Functionality,mitigates,2010
2011,NIST Security controls,Least Functionality,mitigates,2011
2012,NIST Security controls,Least Functionality,mitigates,2012
2013,NIST Security controls,Least Functionality,mitigates,2013
2014,NIST Security controls,Least Functionality,mitigates,2014
2015,NIST Security controls,Least Functionality,mitigates,2015
2016,NIST Security controls,Least Functionality,mitigates,2016
2017,NIST Security controls,Least Functionality,mitigates,2017
2018,NIST Security controls,Least Functionality,mitigates,2018
2019,NIST Security controls,Least Functionality,mitigates,2019
2020,NIST Security controls,Least Functionality,mitigates,2020
2021,NIST Security controls,Least Functionality,mitigates,2021
2022,NIST Security controls,Least Functionality,mitigates,2022
2023,NIST Security controls,Least Functionality,mitigates,2023
2024,NIST Security controls,Least Functionality,mitigates,2024
2025,NIST Security controls,Least Functionality,mitigates,2025
2026,NIST Security controls,Least Functionality,mitigates,2026
2027,NIST Security controls,Least Functionality,mitigates,2027
2028,NIST Security controls,Least Functionality,mitigates,2028
2029,NIST Security controls,Least Functionality,mitigates,2029
2030,NIST Security controls,Least Functionality,mitigates,2030
2031,NIST Security controls,Least Functionality,mitigates,2031
2032,NIST Security controls,Least Functionality,mitigates,2032
2033,NIST Security controls,Least Functionality,mitigates,2033
2034,NIST Security controls,Least Functionality,mitigates,2034
2035,NIST Security controls,Least Functionality,mitigates,2035
2036,NIST Security controls,Least Functionality,mitigates,2036
2037,NIST Security controls,Least Functionality,mitigates,2037
2038,NIST Security controls,Least Functionality,mitigates,2038
2039,NIST Security controls,Least Functionality,mitigates,2039
2040,NIST Security controls,Least Functionality,mitigates,2040
2041,NIST Security controls,Least Functionality,mitigates,2041
2042,NIST Security controls,Least Functionality,mitigates,2042
2043,NIST Security controls,Least Functionality,mitigates,2043
2044,NIST Security controls,Least Functionality,mitigates,2044
2045,NIST Security controls,Least Functionality,mitigates,2045
2046,NIST Security controls,Least Functionality,mitigates,2046
2047,NIST Security controls,Least Functionality,mitigates,2047
2048,NIST Security controls,Least Functionality,mitigates,2048
2049,NIST Security controls,Least Functionality,mitigates,2049
2050,NIST Security controls,Least Functionality,mitigates,2050
2051,NIST Security controls,Least Functionality,mitigates,2051
2052,NIST Security controls,Least Functionality,mitigates,2052
2053,NIST Security controls,Least Functionality,mitigates,2053
2054,NIST Security controls,Least Functionality,mitigates,2054
2055,NIST Security controls,Least Functionality,mitigates,2055
2056,NIST Security controls,Least Functionality,mitigates,2056
2057,NIST Security controls,Least Functionality,mitigates,2057
2058,NIST Security controls,Least Functionality,mitigates,2058
2059,NIST Security controls,Least Functionality,mitigates,2059
2060,NIST Security controls,Least Functionality,mitigates,2060
2061,NIST Security controls,Least Functionality,mitigates,2061
2062,NIST Security controls,Least Functionality,mitigates,2062
2063,NIST Security controls,Least Functionality,mitigates,2063
2064,NIST Security controls,Least Functionality,mitigates,2064
2065,NIST Security controls,Least Functionality,mitigates,2065
2066,NIST Security controls,Least Functionality,mitigates,2066
2067,NIST Security controls,Least Functionality,mitigates,2067
2068,NIST Security controls,Least Functionality,mitigates,2068
2069,NIST Security controls,Least Functionality,mitigates,2069
2070,NIST Security controls,Least Functionality,mitigates,2070
2071,NIST Security controls,Least Functionality,mitigates,2071
2072,NIST Security controls,Least Functionality,mitigates,2072
2073,NIST Security controls,Least Functionality,mitigates,2073
2074,NIST Security controls,Least Functionality,mitigates,2074
2075,NIST Security controls,Least Functionality,mitigates,2075
2076,NIST Security controls,Least Functionality,mitigates,2076
2077,NIST Security controls,Least Functionality,mitigates,2077
2078,NIST Security controls,Least Functionality,mitigates,2078
2079,NIST Security controls,Least Functionality,mitigates,2079
2080,NIST Security controls,Least Functionality,mitigates,2080
2081,NIST Security controls,Least Functionality,mitigates,2081
2082,NIST Security controls,Least Functionality,mitigates,2082
2083,NIST Security controls,Least Functionality,mitigates,2083
2084,NIST Security controls,Least Functionality,mitigates,2084
2085,NIST Security controls,Least Functionality,mitigates,2085
2086,NIST Security controls,Least Functionality,mitigates,2086
2087,NIST Security controls,Least Functionality,mitigates,2087
2088,NIST Security controls,Least Functionality,mitigates,2088
2089,NIST Security controls,Least Functionality,mitigates,2089
2090,NIST Security controls,Least Functionality,mitigates,2090
2091,NIST Security controls,Least Functionality,mitigates,2091
2092,NIST Security controls,Least Functionality,mitigates,2092
2093,NIST Security controls,Least Functionality,mitigates,2093
2094,NIST Security controls,Least Functionality,mitigates,2094
2095,NIST Security controls,Least Functionality,mitigates,2095
2096,NIST Security controls,Least Functionality,mitigates,2096
2097,NIST Security controls,Least Functionality,mitigates,2097
2098,NIST Security controls,Least Functionality,mitigates,2098
2099,NIST Security controls,Least Functionality,mitigates,2099
2100,NIST Security controls,Least Functionality,mitigates,2100
2101,NIST Security controls,Least Functionality,mitigates,2101
2102,NIST Security controls,Least Functionality,mitigates,2102
2103,NIST Security controls,Least Functionality,mitigates,2103
2104,NIST Security controls,Least Functionality,mitigates,2104
2105,NIST Security controls,Least Functionality,mitigates,2105
2106,NIST Security controls,Least Functionality,mitigates,2106
2107,NIST Security controls,Least Functionality,mitigates,2107
2108,NIST Security controls,Least Functionality,mitigates,2108
2109,NIST Security controls,Least Functionality,mitigates,2109
2110,NIST Security controls,Least Functionality,mitigates,2110
2111,NIST Security controls,Least Functionality,mitigates,2111
2112,NIST Security controls,Least Functionality,mitigates,2112
2113,NIST Security controls,Least Functionality,mitigates,2113
2114,NIST Security controls,Least Functionality,mitigates,2114
2115,NIST Security controls,Least Functionality,mitigates,2115
2116,NIST Security controls,Least Functionality,mitigates,2116
2117,NIST Security controls,Least Functionality,mitigates,2117
2118,NIST Security controls,Least Functionality,mitigates,2118
2119,NIST Security controls,Least Functionality,mitigates,2119
2120,NIST Security controls,Least Functionality,mitigates,2120
2121,NIST Security controls,Least Functionality,mitigates,2121
2122,NIST Security controls,Least Functionality,mitigates,2122
2123,NIST Security controls,Least Functionality,mitigates,2123
2124,NIST Security controls,Least Functionality,mitigates,2124
2125,NIST Security controls,Least Functionality,mitigates,2125
2126,NIST Security controls,Least Functionality,mitigates,2126
2127,NIST Security controls,Least Functionality,mitigates,2127
2128,NIST Security controls,Least Functionality,mitigates,2128
2129,NIST Security controls,Least Functionality,mitigates,2129
2130,NIST Security controls,Least Functionality,mitigates,2130
2131,NIST Security controls,Least Functionality,mitigates,2131
2132,NIST Security controls,Least Functionality,mitigates,2132
2133,NIST Security controls,Least Functionality,mitigates,2133
2134,NIST Security controls,Least Functionality,mitigates,2134
2135,NIST Security controls,Least Functionality,mitigates,2135
2136,NIST Security controls,Least Functionality,mitigates,2136
2137,NIST Security controls,Least Functionality,mitigates,2137
2138,NIST Security controls,Least Functionality,mitigates,2138
2139,NIST Security controls,Least Functionality,mitigates,2139
2140,NIST Security controls,Least Functionality,mitigates,2140
2141,NIST Security controls,Least Functionality,mitigates,2141
2142,NIST Security controls,Least Functionality,mitigates,2142
2143,NIST Security controls,Least Functionality,mitigates,2143
2144,NIST Security controls,Least Functionality,mitigates,2144
2145,NIST Security controls,Least Functionality,mitigates,2145
2146,NIST Security controls,Least Functionality,mitigates,2146
2147,NIST Security controls,Least Functionality,mitigates,2147
2148,NIST Security controls,Least Functionality,mitigates,2148
2149,NIST Security controls,Least Functionality,mitigates,2149
2150,NIST Security controls,Least Functionality,mitigates,2150
2151,NIST Security controls,Least Functionality,mitigates,2151
2152,NIST Security controls,Least Functionality,mitigates,2152
2153,NIST Security controls,Least Functionality,mitigates,2153
2154,NIST Security controls,Least Functionality,mitigates,2154
2155,NIST Security controls,Least Functionality,mitigates,2155
2156,NIST Security controls,Least Functionality,mitigates,2156
2157,NIST Security controls,Least Functionality,mitigates,2157
2158,NIST Security controls,Least Functionality,mitigates,2158
2159,NIST Security controls,Least Functionality,mitigates,2159
2160,NIST Security controls,Least Functionality,mitigates,2160
2161,NIST Security controls,Least Functionality,mitigates,2161
2162,NIST Security controls,Least Functionality,mitigates,2162
2163,NIST Security controls,Least Functionality,mitigates,2163
2164,NIST Security controls,Least Functionality,mitigates,2164
2165,NIST Security controls,Least Functionality,mitigates,2165
2166,NIST Security controls,Least Functionality,mitigates,2166
2167,NIST Security controls,Least Functionality,mitigates,2167
2168,NIST Security controls,Least Functionality,mitigates,2168
2169,NIST Security controls,Least Functionality,mitigates,2169
2170,NIST Security controls,Least Functionality,mitigates,2170
2171,NIST Security controls,Least Functionality,mitigates,2171
2172,NIST Security controls,Least Functionality,mitigates,2172
2173,NIST Security controls,Least Functionality,mitigates,2173
2174,NIST Security controls,Least Functionality,mitigates,2174
2175,NIST Security controls,Least Functionality,mitigates,2175
2176,NIST Security controls,Least Functionality,mitigates,2176
2177,NIST Security controls,Least Functionality,mitigates,2177
2178,NIST Security controls,Least Functionality,mitigates,2178
2179,NIST Security controls,Least Functionality,mitigates,2179
2180,NIST Security controls,Least Functionality,mitigates,2180
2181,NIST Security controls,Least Functionality,mitigates,2181
2182,NIST Security controls,Least Functionality,mitigates,2182
2183,NIST Security controls,Least Functionality,mitigates,2183
2184,NIST Security controls,System Component Inventory,mitigates,2184
2185,NIST Security controls,System Component Inventory,mitigates,2185
2186,NIST Security controls,System Component Inventory,mitigates,2186
2187,NIST Security controls,System Component Inventory,mitigates,2187
2188,NIST Security controls,System Component Inventory,mitigates,2188
2189,NIST Security controls,System Component Inventory,mitigates,2189
2190,NIST Security controls,System Component Inventory,mitigates,2190
2191,NIST Security controls,System Component Inventory,mitigates,2191
2192,NIST Security controls,System Component Inventory,mitigates,2192
2193,NIST Security controls,System Component Inventory,mitigates,2193
2194,NIST Security controls,System Component Inventory,mitigates,2194
2195,NIST Security controls,System Component Inventory,mitigates,2195
2196,NIST Security controls,System Component Inventory,mitigates,2196
2197,NIST Security controls,System Component Inventory,mitigates,2197
2198,NIST Security controls,System Component Inventory,mitigates,2198
2199,NIST Security controls,System Component Inventory,mitigates,2199
2200,NIST Security controls,System Component Inventory,mitigates,2200
2201,NIST Security controls,System Component Inventory,mitigates,2201
2202,NIST Security controls,System Component Inventory,mitigates,2202
2203,NIST Security controls,System Component Inventory,mitigates,2203
2204,NIST Security controls,System Component Inventory,mitigates,2204
2205,NIST Security controls,System Component Inventory,mitigates,2205
2206,NIST Security controls,System Component Inventory,mitigates,2206
2207,NIST Security controls,System Component Inventory,mitigates,2207
2208,NIST Security controls,System Component Inventory,mitigates,2208
2209,NIST Security controls,System Component Inventory,mitigates,2209
2210,NIST Security controls,System Component Inventory,mitigates,2210
2211,NIST Security controls,System Component Inventory,mitigates,2211
2212,NIST Security controls,System Component Inventory,mitigates,2212
2213,NIST Security controls,System Component Inventory,mitigates,2213
2214,NIST Security controls,System Component Inventory,mitigates,2214
2215,NIST Security controls,System Component Inventory,mitigates,2215
2216,NIST Security controls,System Component Inventory,mitigates,2216
2217,NIST Security controls,System Component Inventory,mitigates,2217
2218,NIST Security controls,System Component Inventory,mitigates,2218
2219,NIST Security controls,System Component Inventory,mitigates,2219
2220,NIST Security controls,System Component Inventory,mitigates,2220
2221,NIST Security controls,System Component Inventory,mitigates,2221
2222,NIST Security controls,System Component Inventory,mitigates,2222
2223,NIST Security controls,System Component Inventory,mitigates,2223
2224,NIST Security controls,System Component Inventory,mitigates,2224
2225,NIST Security controls,System Component Inventory,mitigates,2225
2226,NIST Security controls,System Component Inventory,mitigates,2226
2227,NIST Security controls,System Component Inventory,mitigates,2227
2228,NIST Security controls,System Component Inventory,mitigates,2228
2229,NIST Security controls,System Component Inventory,mitigates,2229
2230,NIST Security controls,System Component Inventory,mitigates,2230
2231,NIST Security controls,System Component Inventory,mitigates,2231
2232,NIST Security controls,System Component Inventory,mitigates,2232
2233,NIST Security controls,System Component Inventory,mitigates,2233
2234,NIST Security controls,System Component Inventory,mitigates,2234
2235,NIST Security controls,System Component Inventory,mitigates,2235
2236,NIST Security controls,System Component Inventory,mitigates,2236
2237,NIST Security controls,System Component Inventory,mitigates,2237
2238,NIST Security controls,System Component Inventory,mitigates,2238
2239,NIST Security controls,System Component Inventory,mitigates,2239
2240,NIST Security controls,System Component Inventory,mitigates,2240
2241,NIST Security controls,System Component Inventory,mitigates,2241
2242,NIST Security controls,System Component Inventory,mitigates,2242
2243,NIST Security controls,System Component Inventory,mitigates,2243
2244,NIST Security controls,System Component Inventory,mitigates,2244
2245,NIST Security controls,System Component Inventory,mitigates,2245
2246,NIST Security controls,System Component Inventory,mitigates,2246
2247,NIST Security controls,System Component Inventory,mitigates,2247
2248,NIST Security controls,System Component Inventory,mitigates,2248
2249,NIST Security controls,System Component Inventory,mitigates,2249
2250,NIST Security controls,System Component Inventory,mitigates,2250
2251,NIST Security controls,System Component Inventory,mitigates,2251
2252,NIST Security controls,System Component Inventory,mitigates,2252
2253,NIST Security controls,System Component Inventory,mitigates,2253
2254,NIST Security controls,System Component Inventory,mitigates,2254
2255,NIST Security controls,System Component Inventory,mitigates,2255
2256,NIST Security controls,System Component Inventory,mitigates,2256
2257,NIST Security controls,System Component Inventory,mitigates,2257
2258,NIST Security controls,System Component Inventory,mitigates,2258
2259,NIST Security controls,System Component Inventory,mitigates,2259
2260,NIST Security controls,System Component Inventory,mitigates,2260
2261,NIST Security controls,System Component Inventory,mitigates,2261
2262,NIST Security controls,System Component Inventory,mitigates,2262
2263,NIST Security controls,System Component Inventory,mitigates,2263
2264,NIST Security controls,System Component Inventory,mitigates,2264
2265,NIST Security controls,System Component Inventory,mitigates,2265
2266,NIST Security controls,System Component Inventory,mitigates,2266
2267,NIST Security controls,System Component Inventory,mitigates,2267
2268,NIST Security controls,System Component Inventory,mitigates,2268
2269,NIST Security controls,System Component Inventory,mitigates,2269
2270,NIST Security controls,System Component Inventory,mitigates,2270
2271,NIST Security controls,System Recovery and Reconstitution,mitigates,2271
2272,NIST Security controls,System Recovery and Reconstitution,mitigates,2272
2273,NIST Security controls,System Recovery and Reconstitution,mitigates,2273
2274,NIST Security controls,System Recovery and Reconstitution,mitigates,2274
2275,NIST Security controls,System Recovery and Reconstitution,mitigates,2275
2276,NIST Security controls,System Recovery and Reconstitution,mitigates,2276
2277,NIST Security controls,System Recovery and Reconstitution,mitigates,2277
2278,NIST Security controls,System Recovery and Reconstitution,mitigates,2278
2279,NIST Security controls,System Recovery and Reconstitution,mitigates,2279
2280,NIST Security controls,System Recovery and Reconstitution,mitigates,2280
2281,NIST Security controls,System Recovery and Reconstitution,mitigates,2281
2282,NIST Security controls,Contingency Plan,mitigates,2282
2283,NIST Security controls,Contingency Plan,mitigates,2283
2284,NIST Security controls,Contingency Plan,mitigates,2284
2285,NIST Security controls,Contingency Plan,mitigates,2285
2286,NIST Security controls,Contingency Plan,mitigates,2286
2287,NIST Security controls,Contingency Plan,mitigates,2287
2288,NIST Security controls,Contingency Plan,mitigates,2288
2289,NIST Security controls,Contingency Plan,mitigates,2289
2290,NIST Security controls,Contingency Plan,mitigates,2290
2291,NIST Security controls,Alternate Storage Site,mitigates,2291
2292,NIST Security controls,Alternate Storage Site,mitigates,2292
2293,NIST Security controls,Alternate Storage Site,mitigates,2293
2294,NIST Security controls,Alternate Storage Site,mitigates,2294
2295,NIST Security controls,Alternate Storage Site,mitigates,2295
2296,NIST Security controls,Alternate Storage Site,mitigates,2296
2297,NIST Security controls,Alternate Storage Site,mitigates,2297
2298,NIST Security controls,Alternate Processing Site,mitigates,2298
2299,NIST Security controls,Alternate Processing Site,mitigates,2299
2300,NIST Security controls,Alternate Processing Site,mitigates,2300
2301,NIST Security controls,Alternate Processing Site,mitigates,2301
2302,NIST Security controls,Alternate Processing Site,mitigates,2302
2303,NIST Security controls,Alternate Processing Site,mitigates,2303
2304,NIST Security controls,Alternate Processing Site,mitigates,2304
2305,NIST Security controls,Alternate Processing Site,mitigates,2305
2306,NIST Security controls,Alternate Processing Site,mitigates,2306
2307,NIST Security controls,Alternate Processing Site,mitigates,2307
2308,NIST Security controls,Alternate Processing Site,mitigates,2308
2309,NIST Security controls,Alternate Processing Site,mitigates,2309
2310,NIST Security controls,Alternate Processing Site,mitigates,2310
2311,NIST Security controls,Alternate Processing Site,mitigates,2311
2312,NIST Security controls,Alternate Processing Site,mitigates,2312
2313,NIST Security controls,System Backup,mitigates,2313
2314,NIST Security controls,System Backup,mitigates,2314
2315,NIST Security controls,System Backup,mitigates,2315
2316,NIST Security controls,System Backup,mitigates,2316
2317,NIST Security controls,System Backup,mitigates,2317
2318,NIST Security controls,System Backup,mitigates,2318
2319,NIST Security controls,System Backup,mitigates,2319
2320,NIST Security controls,System Backup,mitigates,2320
2321,NIST Security controls,System Backup,mitigates,2321
2322,NIST Security controls,System Backup,mitigates,2322
2323,NIST Security controls,System Backup,mitigates,2323
2324,NIST Security controls,System Backup,mitigates,2324
2325,NIST Security controls,System Backup,mitigates,2325
2326,NIST Security controls,System Backup,mitigates,2326
2327,NIST Security controls,System Backup,mitigates,2327
2328,NIST Security controls,System Backup,mitigates,2328
2329,NIST Security controls,System Backup,mitigates,2329
2330,NIST Security controls,System Backup,mitigates,2330
2331,NIST Security controls,Re-authentication,mitigates,2331
2332,NIST Security controls,Re-authentication,mitigates,2332
2333,NIST Security controls,Re-authentication,mitigates,2333
2334,NIST Security controls,Re-authentication,mitigates,2334
2335,NIST Security controls,Re-authentication,mitigates,2335
2336,NIST Security controls,Identity Proofing,mitigates,2336
2337,NIST Security controls,Identity Proofing,mitigates,2337
2338,NIST Security controls,Identity Proofing,mitigates,2338
2339,NIST Security controls,Identity Proofing,mitigates,2339
2340,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2340
2341,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2341
2342,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2342
2343,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2343
2344,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2344
2345,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2345
2346,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2346
2347,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2347
2348,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2348
2349,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2349
2350,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2350
2351,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2351
2352,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2352
2353,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2353
2354,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2354
2355,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2355
2356,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2356
2357,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2357
2358,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2358
2359,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2359
2360,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2360
2361,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2361
2362,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2362
2363,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2363
2364,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2364
2365,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2365
2366,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2366
2367,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2367
2368,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2368
2369,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2369
2370,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2370
2371,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2371
2372,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2372
2373,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2373
2374,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2374
2375,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2375
2376,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2376
2377,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2377
2378,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2378
2379,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2379
2380,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2380
2381,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2381
2382,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2382
2383,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2383
2384,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2384
2385,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2385
2386,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2386
2387,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2387
2388,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2388
2389,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2389
2390,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2390
2391,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2391
2392,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2392
2393,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2393
2394,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2394
2395,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2395
2396,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2396
2397,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2397
2398,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2398
2399,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2399
2400,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2400
2401,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2401
2402,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2402
2403,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2403
2404,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2404
2405,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2405
2406,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2406
2407,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2407
2408,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2408
2409,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2409
2410,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2410
2411,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2411
2412,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2412
2413,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2413
2414,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2414
2415,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2415
2416,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2416
2417,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2417
2418,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2418
2419,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2419
2420,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2420
2421,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2421
2422,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2422
2423,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2423
2424,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2424
2425,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2425
2426,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2426
2427,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2427
2428,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2428
2429,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2429
2430,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2430
2431,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2431
2432,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2432
2433,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2433
2434,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2434
2435,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2435
2436,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2436
2437,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2437
2438,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2438
2439,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2439
2440,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2440
2441,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2441
2442,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2442
2443,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2443
2444,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2444
2445,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2445
2446,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2446
2447,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2447
2448,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2448
2449,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2449
2450,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2450
2451,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2451
2452,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2452
2453,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2453
2454,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2454
2455,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2455
2456,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2456
2457,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2457
2458,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2458
2459,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2459
2460,NIST Security controls,Identification and Authentication (organizational Users),mitigates,2460
