,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
2071,,T1197,BITS Jobs,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2072,,T1199,Trusted Relationship,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2073,,T1204,User Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2074,,T1204.001,Malicious Link,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2075,,T1204.002,Malicious File,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2076,,T1205,Traffic Signaling,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2077,,T1205.001,Port Knocking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2078,,T1210,Exploitation of Remote Services,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2079,,T1213,Data from Information Repositories,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2080,,T1213.001,Confluence,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2081,,T1213.002,Sharepoint,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2082,,T1216,Signed Script Proxy Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2083,,T1216.001,PubPrn,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2084,,T1218,Signed Binary Proxy Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2085,,T1218.001,Compiled HTML File,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2086,,T1218.002,Control Panel,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2087,,T1218.003,CMSTP,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2088,,T1218.004,InstallUtil,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2089,,T1218.005,Mshta,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2090,,T1218.008,Odbcconf,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2091,,T1218.009,Regsvcs/Regasm,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2092,,T1218.012,Verclsid,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2093,,T1219,Remote Access Software,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2094,,T1220,XSL Script Processing,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2095,,T1221,Template Injection,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2096,,T1482,Domain Trust Discovery,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2097,,T1484,Domain Policy Modification,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2098,,T1489,Service Stop,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2099,,T1490,Inhibit System Recovery,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2100,,T1498,Network Denial of Service,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2101,,T1498.001,Direct Network Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2102,,T1498.002,Reflection Amplification,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2103,,T1499,Endpoint Denial of Service,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2104,,T1499.001,OS Exhaustion Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2105,,T1499.002,Service Exhaustion Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2106,,T1499.003,Application Exhaustion Flood,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2107,,T1499.004,Application or System Exploitation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2108,,T1525,Implant Container Image,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2109,,T1530,Data from Cloud Storage Object,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2110,,T1537,Transfer Data to Cloud Account,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2111,,T1542.004,ROMMONkit,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2112,,T1542.005,TFTP Boot,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2113,,T1543,Create or Modify System Process,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2114,,T1543.003,Windows Service,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2115,,T1546.002,Screensaver,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2116,,T1546.006,LC_LOAD_DYLIB Addition,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2117,,T1546.008,Accessibility Features,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2118,,T1546.009,AppCert DLLs,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2119,,T1547.004,Winlogon Helper DLL,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2120,,T1547.006,Kernel Modules and Extensions,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2121,,T1547.007,Re-opened Applications,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2122,,T1547.011,Plist Modification,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2123,,T1548,Abuse Elevation Control Mechanism,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2124,,T1548.001,Setuid and Setgid,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2125,,T1548.003,Sudo and Sudo Caching,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2126,,T1548.004,Elevated Execution with Prompt,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2127,,T1552,Unsecured Credentials,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2128,,T1552.003,Bash History,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2129,,T1552.005,Cloud Instance Metadata API,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2130,,T1553,Subvert Trust Controls,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2131,,T1553.001,Gatekeeper Bypass,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2132,,T1553.003,SIP and Trust Provider Hijacking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2133,,T1553.004,Install Root Certificate,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2134,,T1556,Modify Authentication Process,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2135,,T1556.002,Password Filter DLL,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2136,,T1557,Man-in-the-Middle,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2137,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2138,,T1557.002,ARP Cache Poisoning,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2139,,T1559,Inter-Process Communication,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2140,,T1559.002,Dynamic Data Exchange,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2141,,T1562,Impair Defenses,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2142,,T1562.001,Disable or Modify Tools,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2143,,T1562.002,Disable Windows Event Logging,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2144,,T1562.003,Impair Command History Logging,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2145,,T1562.004,Disable or Modify System Firewall,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2146,,T1563,Remote Service Session Hijacking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2147,,T1563.001,SSH Hijacking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2148,,T1563.002,RDP Hijacking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2149,,T1564.002,Hidden Users,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2150,,T1564.003,Hidden Window,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2151,,T1564.006,Run Virtual Instance,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2152,,T1565,Data Manipulation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2153,,T1565.003,Runtime Data Manipulation,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2154,,T1569,System Services,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2155,,T1569.002,Service Execution,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2156,,T1570,Lateral Tool Transfer,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2157,,T1571,Non-Standard Port,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2158,,T1572,Protocol Tunneling,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2159,,T1573,Encrypted Channel,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2160,,T1573.001,Symmetric Cryptography,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2161,,T1573.002,Asymmetric Cryptography,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2162,,T1574,Hijack Execution Flow,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2163,,T1574.001,DLL Search Order Hijacking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2164,,T1574.006,LD_PRELOAD,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2165,,T1574.007,Path Interception by PATH Environment Variable,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2166,,T1574.008,Path Interception by Search Order Hijacking,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2167,,T1574.009,Path Interception by Unquoted Path,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2168,,T1574.012,COR_PROFILER,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2169,,T1599,Network Boundary Bridging,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2170,,T1599.001,Network Address Translation Traversal,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2171,,T1601,Modify System Image,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2172,,T1601.001,Patch System Image,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2173,,T1601.002,Downgrade System Image,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2174,,T1602,Data from Configuration Repository,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2175,,T1602.001,SNMP (MIB Dump),[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2176,,T1602.002,Network Device Configuration Dump,[],Least Functionality,CM-7,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2177,,T1011.001,Exfiltration Over Bluetooth,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2178,,T1020.001,Traffic Duplication,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2179,,T1021.001,Remote Desktop Protocol,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2180,,T1021.003,Distributed Component Object Model,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2181,,T1021.004,SSH,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2182,,T1021.005,VNC,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2183,,T1021.006,Windows Remote Management,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2184,,T1046,Network Service Scanning,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2185,,T1052,Exfiltration Over Physical Medium,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2186,,T1052.001,Exfiltration over USB,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2187,,T1053,Scheduled Task/Job,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2188,,T1053.002,At (Windows),[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2189,,T1053.005,Scheduled Task,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2190,,T1059,Command and Scripting Interpreter,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2191,,T1059.001,PowerShell,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2192,,T1059.005,Visual Basic,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2193,,T1059.007,JavaScript/JScript,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2194,,T1068,Exploitation for Privilege Escalation,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2195,,T1072,Software Deployment Tools,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2196,,T1091,Replication Through Removable Media,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2197,,T1092,Communication Through Removable Media,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2198,,T1098.004,SSH Authorized Keys,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2199,,T1119,Automated Collection,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2200,,T1127,Trusted Developer Utilities Proxy Execution,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2201,,T1127.001,MSBuild,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2202,,T1133,External Remote Services,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2203,,T1137,Office Application Startup,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2204,,T1137.001,Office Template Macros,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2205,,T1189,Drive-by Compromise,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2206,,T1190,Exploit Public-Facing Application,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2207,,T1195.003,Compromise Hardware Supply Chain,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2208,,T1203,Exploitation for Client Execution,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2209,,T1210,Exploitation of Remote Services,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2210,,T1211,Exploitation for Defense Evasion,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2211,,T1212,Exploitation for Credential Access,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2212,,T1213,Data from Information Repositories,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2213,,T1213.001,Confluence,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2214,,T1213.002,Sharepoint,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2215,,T1218,Signed Binary Proxy Execution,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2216,,T1218.003,CMSTP,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2217,,T1218.004,InstallUtil,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2218,,T1218.005,Mshta,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2219,,T1218.008,Odbcconf,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2220,,T1218.009,Regsvcs/Regasm,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2221,,T1218.012,Verclsid,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2222,,T1221,Template Injection,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2223,,T1495,Firmware Corruption,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2224,,T1505,Server Software Component,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2225,,T1505.001,SQL Stored Procedures,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2226,,T1505.002,Transport Agent,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2227,,T1530,Data from Cloud Storage Object,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2228,,T1542,Pre-OS Boot,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2229,,T1542.001,System Firmware,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2230,,T1542.003,Bootkit,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2231,,T1542.004,ROMMONkit,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2232,,T1542.005,TFTP Boot,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2233,,T1546.002,Screensaver,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2234,,T1546.006,LC_LOAD_DYLIB Addition,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2235,,T1546.014,Emond,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2236,,T1547.007,Re-opened Applications,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2237,,T1548,Abuse Elevation Control Mechanism,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2238,,T1548.004,Elevated Execution with Prompt,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2239,,T1557,Man-in-the-Middle,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2240,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2241,,T1557.002,ARP Cache Poisoning,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2242,,T1559,Inter-Process Communication,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
2243,,T1559.002,Dynamic Data Exchange,[],Information System Component Inventory,CM-8,mitigates,Configuration Management,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
