,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
2089,,T1078,Valid Accounts,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2090,,T1091,Replication Through Removable Media,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2091,,T1110.001,Password Guessing,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2092,,T1110.002,Password Cracking,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2093,,T1111,Two-Factor Authentication Interception,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2094,,T1119,Automated Collection,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2095,,T1199,Trusted Relationship,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2096,,T1201,Password Policy Discovery,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2097,,T1218,Signed Binary Proxy Execution,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2098,,T1528,Steal Application Access Token,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2099,,T1530,Data from Cloud Storage Object,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2100,,T1548.001,Setuid and Setgid,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2101,,T1555.004,Windows Credential Manager,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2102,,T1557,Adversary-in-the-Middle,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2103,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2104,,T1566.002,Spearphishing Link,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2105,,T1598.003,Spearphishing Link,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2106,,T1599,Network Boundary Bridging,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2107,,T1611,Escape to Host,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2108,,T1011,Exfiltration Over Other Network Medium,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2109,,T1011.001,Exfiltration Over Bluetooth,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2110,,T1020.001,Traffic Duplication,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2111,,T1021.001,Remote Desktop Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2112,,T1027,Obfuscated Files or Information,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2113,,T1037.002,Logon Script (Mac),[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2114,,T1037.005,Startup Items,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2115,,T1047,Windows Management Instrumentation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2116,,T1053,Scheduled Task/Job,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2117,,T1053.002,At (Windows),[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2118,,T1053.005,Scheduled Task,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2119,,T1059.001,PowerShell,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2120,,T1059.002,AppleScript,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2121,,T1059.005,Visual Basic,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2122,,T1059.008,Network Device CLI,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2123,,T1070,Indicator Removal on Host,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2124,,T1070.003,Clear Command History,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2125,,T1078.002,Domain Accounts,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2126,,T1078.004,Cloud Accounts,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2127,,T1095,Non-Application Layer Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2128,,T1098,Account Manipulation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2129,,T1098.001,Additional Cloud Credentials,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2130,,T1098.002,Exchange Email Delegate Permissions,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2131,,T1098.003,Add Office 365 Global Administrator Role,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2132,,T1098.004,SSH Authorized Keys,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2133,,T1105,Ingress Tool Transfer,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2134,,T1106,Native API,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2135,,T1176,Browser Extensions,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2136,,T1189,Drive-by Compromise,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2137,,T1190,Exploit Public-Facing Application,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2138,,T1197,BITS Jobs,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2139,,T1204,User Execution,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2140,,T1204.002,Malicious File,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2141,,T1205,Traffic Signaling,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2142,,T1205.001,Port Knocking,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2143,,T1210,Exploitation of Remote Services,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2144,,T1216,Signed Script Proxy Execution,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2145,,T1216.001,PubPrn,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2146,,T1218.003,CMSTP,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2147,,T1218.004,InstallUtil,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2148,,T1218.007,Msiexec,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2149,,T1218.008,Odbcconf,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2150,,T1218.009,Regsvcs/Regasm,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2151,,T1218.012,Verclsid,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2152,,T1218.013,Mavinject,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2153,,T1218.014,MMC,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2154,,T1219,Remote Access Software,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2155,,T1221,Template Injection,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2156,,T1222,File and Directory Permissions Modification,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2157,,T1490,Inhibit System Recovery,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2158,,T1495,Firmware Corruption,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2159,,T1498.001,Direct Network Flood,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2160,,T1498.002,Reflection Amplification,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2161,,T1499,Endpoint Denial of Service,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2162,,T1499.001,OS Exhaustion Flood,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2163,,T1499.002,Service Exhaustion Flood,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2164,,T1499.003,Application Exhaustion Flood,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2165,,T1499.004,Application or System Exploitation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2166,,T1505,Server Software Component,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2167,,T1505.003,Web Shell,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2168,,T1525,Implant Internal Image,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2169,,T1543,Create or Modify System Process,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2170,,T1543.003,Windows Service,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2171,,T1546,Event Triggered Execution,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2172,,T1546.002,Screensaver,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2173,,T1546.003,Windows Management Instrumentation Event Subscription,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2174,,T1546.006,LC_LOAD_DYLIB Addition,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2175,,T1547.002,Authentication Package,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2176,,T1547.003,Time Providers,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2177,,T1547.006,Kernel Modules and Extensions,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2178,,T1547.007,Re-opened Applications,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2179,,T1547.008,LSASS Driver,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2180,,T1548.002,Bypass User Account Control,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2181,,T1548.003,Sudo and Sudo Caching,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2182,,T1550.001,Application Access Token,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2183,,T1552.003,Bash History,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2184,,T1552.005,Cloud Instance Metadata API,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2185,,T1553.001,Gatekeeper Bypass,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2186,,T1556.004,Network Device Authentication,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2187,,T1558,Steal or Forge Kerberos Tickets,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2188,,T1558.003,Kerberoasting,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2189,,T1559,Inter-Process Communication,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2190,,T1559.002,Dynamic Data Exchange,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2191,,T1562.001,Disable or Modify Tools,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2192,,T1562.003,Impair Command History Logging,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2193,,T1562.006,Indicator Blocking,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2194,,T1562.010,Downgrade Attack,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2195,,T1564.002,Hidden Users,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2196,,T1565,Data Manipulation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2197,,T1565.001,Stored Data Manipulation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2198,,T1565.002,Transmitted Data Manipulation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2199,,T1565.003,Runtime Data Manipulation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2200,,T1570,Lateral Tool Transfer,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2201,,T1602.002,Network Device Configuration Dump,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2202,,T1001,Data Obfuscation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2203,,T1001.001,Junk Data,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2204,,T1001.002,Steganography,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2205,,T1001.003,Protocol Impersonation,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2206,,T1003,OS Credential Dumping,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2207,,T1003.004,LSA Secrets,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2208,,T1003.005,Cached Domain Credentials,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2209,,T1003.006,DCSync,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2210,,T1003.007,Proc Filesystem,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2211,,T1003.008,/etc/passwd and /etc/shadow,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2212,,T1008,Fallback Channels,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2213,,T1021,Remote Services,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2214,,T1021.002,SMB/Windows Admin Shares,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2215,,T1021.003,Distributed Component Object Model,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2216,,T1021.004,SSH,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2217,,T1021.005,VNC,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2218,,T1021.006,Windows Remote Management,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2219,,T1029,Scheduled Transfer,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2220,,T1030,Data Transfer Size Limits,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2221,,T1036,Masquerading,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2222,,T1036.001,Invalid Code Signature,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2223,,T1036.003,Rename System Utilities,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2224,,T1036.005,Match Legitimate Name or Location,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2225,,T1036.007,Double File Extension,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2226,,T1037,Boot or Logon Initialization Scripts,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2227,,T1037.003,Network Logon Script,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2228,,T1037.004,RC Scripts,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2229,,T1048,Exfiltration Over Alternative Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2230,,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2231,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2232,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2233,,T1052,Exfiltration Over Physical Medium,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2234,,T1052.001,Exfiltration over USB,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2235,,T1053.006,Systemd Timers,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2236,,T1053.007,Container Orchestration Job,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2237,,T1055.008,Ptrace System Calls,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2238,,T1056.003,Web Portal Capture,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2239,,T1059.003,Windows Command Shell,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2240,,T1059.004,Unix Shell,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2241,,T1059.006,Python,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2242,,T1059.007,JavaScript,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2243,,T1070.002,Clear Linux or Mac System Logs,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2244,,T1071,Application Layer Protocol,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2245,,T1071.001,Web Protocols,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2246,,T1071.002,File Transfer Protocols,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2247,,T1071.003,Mail Protocols,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2248,,T1071.004,DNS,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2249,,T1072,Software Deployment Tools,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2250,,T1078.003,Local Accounts,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2251,,T1087,Account Discovery,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2252,,T1090,Proxy,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
2253,,T1090.001,Internal Proxy,[],Configuration Settings,CM-6,mitigates,Configuration Management,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
