,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
334,,T1185,Man in the Browser,[],[],,action.hacking.variety.HTTP Response Splitting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
335,,T1185,Man in the Browser,[],[],,action.hacking.variety.HTTP request smuggling,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
336,,T1185,Man in the Browser,[],[],,action.hacking.variety.HTTP request splitting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
337,,T1185,Man in the Browser,[],[],,action.hacking.variety.HTTP response smuggling,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
338,,T1185,Man in the Browser,[],[],,action.hacking.variety.MitM,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
339,,T1185,Man in the Browser,[],[],,action.hacking.variety.Session fixation,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
340,,T1185,Man in the Browser,[],[],,action.malware.variety.Capture app data,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
341,,T1557,Man-in-the-Middle,[],[],,action.hacking.variety.MitM,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
342,,T1557,Man-in-the-Middle,[],[],,action.hacking.variety.Routing detour,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
343,,T1557.001,Man-in-the-Middle: LLMNR/NBT-NS Poisoning and Relay,[],[],,action.hacking.variety.MitM,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
344,,T1557.002,Man-in-the-Middle: ARP Cache Poisoning,[],[],,action.hacking.variety.MitM,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
345,,T1550.002,Use Alternate Authentication Material: Pass the Hash,[],[],,action.hacking.variety.Pass-the-hash,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
346,,T1550.002,Use Alternate Authentication Material: Pass the Hash,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
347,,T1550.002,Use Alternate Authentication Material: Pass the Hash,[],[],,action.malware.variety.Password dumper,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
348,,T1001,Data Obfuscation,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
349,,T1001,Data Obfuscation,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
350,,T1001,Data Obfuscation,[],[],,action.malware.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
351,,T1008,Fallback Channels,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
352,,T1008,Fallback Channels,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
353,,T1008,Fallback Channels,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
354,,T1071,Application Layer Protocol,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
355,,T1071,Application Layer Protocol,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
356,,T1071,Application Layer Protocol,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
357,,T1071,Application Layer Protocol,[],[],,action.malware.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
358,,T1078,Valid Accounts,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
359,,T1078,Valid Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
360,,T1078,Valid Accounts,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
361,,T1090,Proxy,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
362,,T1090,Proxy,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
363,,T1090,Proxy,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
364,,T1095,Non-Application Layer Protocol,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
365,,T1095,Non-Application Layer Protocol,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
366,,T1095,Non-Application Layer Protocol,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
367,,T1102,Web Service,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
368,,T1102,Web Service,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
369,,T1102,Web Service,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
370,,T1104,Multi-Stage Channels,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
371,,T1104,Multi-Stage Channels,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
372,,T1104,Multi-Stage Channels,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
373,,T1105,Ingress Tool Transfer,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
374,,T1105,Ingress Tool Transfer,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
375,,T1105,Ingress Tool Transfer,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
376,,T1132,Data Encoding,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
377,,T1132,Data Encoding,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
378,,T1132,Data Encoding,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
379,,T1133,External Remote Services,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
380,,T1133,External Remote Services,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
381,,T1133,External Remote Services,[],[],,action.hacking.vector.3rd party desktop,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
382,,T1133,External Remote Services,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
383,,T1133,External Remote Services,[],[],,action.hacking.vector.Desktop sharing software,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
384,,T1133,External Remote Services,[],[],,action.malware.variety.Backdoor,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
385,,T1133,External Remote Services,[],[],,action.malware.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
386,,T1133,External Remote Services,[],[],,action.malware.vector.Remote injection,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
387,,T1133,External Remote Services,[],[],,action.malware.vector.Web application,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
388,,T1205,Traffic Signaling,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
389,,T1205,Traffic Signaling,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
390,,T1205,Traffic Signaling,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
391,,T1505,Server Software Component,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
392,,T1505,Server Software Component,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
393,,T1505,Server Software Component,[],[],,action.malware.variety.Backdoor,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
394,,T1505.003,Server Software Component: Web Shell,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
395,,T1505.003,Server Software Component: Web Shell,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
396,,T1505.003,Server Software Component: Web Shell,[],[],,action.malware.variety.Backdoor,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
397,,T1525,Implant Container Image,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
398,,T1525,Implant Container Image,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
399,,T1525,Implant Container Image,[],[],,action.malware.variety.Backdoor,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
400,,T1525,Implant Container Image,[],[],,action.malware.variety.RAT,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
401,,T1525,Implant Container Image,[],[],,action.malware.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
402,,T1568,Dynamic Resolution,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
403,,T1568,Dynamic Resolution,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
404,,T1568,Dynamic Resolution,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
405,,T1568,Dynamic Resolution,[],[],,action.malware.vector.Download by malware,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
406,,T1571,Non-Standard Port,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
407,,T1571,Non-Standard Port,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
408,,T1571,Non-Standard Port,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
409,,T1572,Protocol Tunneling,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
410,,T1572,Protocol Tunneling,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
411,,T1572,Protocol Tunneling,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
412,,T1573,Encrypted Channels,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
413,,T1573,Encrypted Channels,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
414,,T1573,Encrypted Channels,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
415,,T1573.001,Encrypted Channels: Symmetric Cryptography,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
416,,T1573.001,Encrypted Channels: Symmetric Cryptography,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
417,,T1573.002,Encrypted Channels: Asymmetric Cryptography,[],[],,action.hacking.variety.Use of backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
418,,T1573.002,Encrypted Channels: Asymmetric Cryptography,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
419,,T1021,Remote Services,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
420,,T1021,Remote Services,[],[],,action.malware.vector.Network propagation,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
421,,T1021.001,Remote Services: Remote Desktop Protocol,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
422,,T1021.001,Remote Services: Remote Desktop Protocol,[],[],,action.hacking.vector.Desktop sharing software,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
423,,T1021.002,Remote Services: SMB/Windows Admin Shares,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
424,,T1021.002,Remote Services: SMB/Windows Admin Shares,[],[],,action.hacking.vector.Command shell,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
425,,T1021.003,Remote Services: Distributed Component Object Model,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
426,,T1021.003,Remote Services: Distributed Component Object Model,[],[],,action.hacking.vector.Command shell,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
427,,T1021.004,Remote Services: SSH,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
428,,T1021.004,Remote Services: SSH,[],[],,action.hacking.vector.Command shell,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
429,,T1021.005,Remote Services: VNC,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
430,,T1021.005,Remote Services: VNC,[],[],,action.hacking.vector.Desktop sharing software,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
431,,T1021.006,Remote Services: Windows Remote Management,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
432,,T1021.006,Remote Services: Windows Remote Management,[],[],,action.hacking.vector.Command shell,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
433,,T1078.001,Valid Accounts: Default Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
434,,T1078.002,Valid Accounts: Domain Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
435,,T1078.003,Valid Accounts: Local Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
436,,T1078.004,Valid Accounts: Cloud Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
437,,T1134,Access Token Manipulation,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
438,,T1134.001,Access Token Manipulation: Token Impersonation/Theft,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
439,,T1134.002,Access Token Manipulation: Create Process with Token,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
440,,T1134.003,Access Token Manipulation: Make and Impersonate Token,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
441,,T1134.004,Access Token Manipulation: Parent PID Spoofing,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
442,,T1134.005,Access Token Manipulation: SID-History Injection,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
443,,T1550,Use Alternate Authentication Material,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
444,,T1550,Use Alternate Authentication Material,[],[],,action.malware.vector.Network propagation,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
445,,T1550.001,Use Alternate Authentication Material: Application Access Token,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
446,,T1550.003,Use Alternate Authentication Material: Pass the Ticket,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
447,,T1550.004,Use Alternate Authentication Material: Web Session Cookies,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
448,,T1558,Steal or Forge Kerberos Tickets,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
449,,T1558.001,Steal or Forge Kerberos Tickets: Golden Ticket,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
450,,T1558.002,Steal or Forge Kerberos Tickets: Silver Ticket,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
451,,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
452,,T1586,Compromise Account,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
453,,T1586.001,Compromise Account: Social Media Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
454,,T1586.001,Compromise Account: Social Media Accounts,[],[],,action.social.variety.Phishing,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
455,,T1586.001,Compromise Account: Social Media Accounts,[],[],,action.social.variety.Pretexting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
456,,T1586.002,Compromise Account: Email Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
457,,T1611,Escape to Host,[],[],,action.hacking.variety.Virtual machine escape,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
458,,T1213,Data from Information Repository,[],[],,action.hacking.variety.XML external entities,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
459,,T1213,Data from Information Repository,[],[],,action.malware.variety.Capture stored data,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
460,,T1546,Event Triggered Execution,[],[],,action.hacking.variety.XML injection,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
461,,T1546,Event Triggered Execution,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
462,,T1546,Event Triggered Execution,[],[],,action.malware.variety.Backdoor,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
463,,T1546,Event Triggered Execution,[],[],,attribute.integrity.variety.Alter behavior,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
464,,T1574,Hijack Execution Flow,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
465,,T1574,Hijack Execution Flow,[],[],,action.hacking.variety.XML injection,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
466,,T1574,Hijack Execution Flow,[],[],,action.hacking.vector.Backdoor or C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
467,,T1574,Hijack Execution Flow,[],[],,action.malware.variety.Backdoor,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
468,,T1010,Application Window Discovery,[],[],,action.hacking.variety.XPath injection,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
469,,T1010,Application Window Discovery,[],[],,action.malware.variety.Capture stored data,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
470,,T1111,Two-Factor Authentication Interception,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
471,,T1583,Acquire Infrastructure,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
472,,T1583,Acquire Infrastructure,[],[],,action.malware.vector.Web application - download,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
473,,T1583.001,Acquire Infrastructure: Domains,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
474,,T1583.001,Acquire Infrastructure: Domains,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
475,,T1583.001,Acquire Infrastructure: Domains,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
476,,T1583.001,Acquire Infrastructure: Domains,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
477,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
478,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
479,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
480,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
481,,T1584,Compromise Infrastructure,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
482,,T1584,Compromise Infrastructure,[],[],,action.malware.vector.Web application - download,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
483,,T1584,Compromise Infrastructure,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
484,,T1584,Compromise Infrastructure,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
485,,T1584.001,Compromise Infrastructure: Domains,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
486,,T1584.001,Compromise Infrastructure: Domains,[],[],,action.social.variety.Pretexting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
487,,T1584.001,Compromise Infrastructure: Domains,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
488,,T1584.001,Compromise Infrastructure: Domains,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
489,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
490,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
491,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,value_chain.distribution.variety.Compromised server,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
492,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
493,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
494,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],[],,value_chain.distribution.variety.Compromised server,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
495,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
496,,T1584.004,Compromise Infrastructure: Server,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
497,,T1584.004,Compromise Infrastructure: Server,[],[],,value_chain.distribution.variety.Compromised server,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
498,,T1584.004,Compromise Infrastructure: Server,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
499,,T1584.006,Compromise Infrastructure: Web Services,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
500,,T1584.006,Compromise Infrastructure: Web Services,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
501,,T1584.006,Compromise Infrastructure: Web Services,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
502,,T1587,Develop Capabilities,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
503,,T1587,Develop Capabilities,[],[],,value_chain.development.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
504,,T1587.001,Develop Capabilities: Malware,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
505,,T1587.001,Develop Capabilities: Malware,[],[],,action.malware.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
506,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Bot,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
507,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Payload,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
508,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Ransomware,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
509,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Trojan,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
510,,T1587.002,Develop Capabilities: Code Signing Certificates,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
