,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,metadata_key
204,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1210,Exploitation of Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,0
205,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1110,Brute Force,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
206,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.001,Password Guessing,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,0
207,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.002,Password Cracking,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,0
208,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.003,Password Spraying,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,0
209,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.004,Credential Stuffing,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,0
210,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1133,External Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
211,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1021,Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
212,"The Amazon Inspector Best Practices assessment package can detect a security control setting related to remote service access on Linux endpoints. Specifically, ""Disable root login over SSH"". This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against adversaries accessing remote services. Given Amazon Inspector can only assess this security control on Linux platforms (although it also supports Windows) and it only restricts access to remote services for one user account, the coverage score is Minimal leading to an overall Minimal score.",T1021.004,SSH,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1021,0
213,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1222,File and Directory Permissions Modification,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
214,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this the score is capped at Partial. ",T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1222,0
215,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1562,Impair Defenses,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
216,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.001,Disable or Modify Tools,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,0
217,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.003,Impair Command History Logging,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,0
218,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.004,Disable or Modify System Firewall,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,0
219,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.006,Indicator Blocking,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,0
220,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1070,Indicator Removal on Host,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
221,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.002,Clear Linux or Mac System Logs,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,0
222,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.003,Clear Command History,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,0
223,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.004,File Deletion,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,0
224,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.005,Network Share Connection Removal,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,0
225,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.006,Timestomp,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,0
226,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1599,Network Boundary Bridging,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
227,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1599.001,Network Address Translation Traversal,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1599,0
228,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1003,OS Credential Dumping,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
229,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003.007,Proc Filesystem,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1003,0
230,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003.008,/etc/passwd and /etc/shadow,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1003,0
231,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1053,Scheduled Task/Job,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
232,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.001,At (Linux),[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1053,0
233,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.003,Cron,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1053,0
234,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.006,Systemd Timers,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1053,0
235,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1489,Service Stop,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
236,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1529,System Shutdown/Reboot,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
237,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1548,Abuse Elevation Control Mechanism,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
238,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1548.003,Sudo and Sudo Caching,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1548,0
239,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1037,Boot or Logon Initialization Scripts,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
240,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this, the score is capped at Partial. ",T1037.004,RC Scripts,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1037,0
241,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1543,Create or Modify System Process,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,0
242,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this, the score is capped at Partial. ",T1543.002,Systemd Service,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1543,0
243,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1046,Network Service Scanning,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,0
244,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1595,Active Scanning,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,0
245,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1595.001,Scanning IP Blocks,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1595,0
246,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1595.002,Vulnerability Scanning,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1595,0
247,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1590,Gather Victim Network Information,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
248,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.001,Domain Properties,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,0
249,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.004,Network Topology,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,0
250,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.005,IP Addresses,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,0
251,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.006,Network Security Appliances,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,0
252,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1595,Active Scanning,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
253,"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1595.001,Scanning IP Blocks,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1595,0
254,"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1595.002,Vulnerability Scanning,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1595,0
255,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1133,External Remote Services,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
256,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1205,Traffic Signaling,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
257,"VPC security groups and network access control lists (NACLs) can protect against this sub-technique by enforcing limited access to only required ports.  Consequently, even if the adversary is able to utilize port knocking to open additional ports at the host level, it is still blocked at the security group or NACL level. ",T1205.001,Port Knocking,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1205,0
258,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1046,Network Service Scanning,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,0
259,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1018,Remote System Discovery,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
260,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1008,Fallback Channels,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
261,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1095,Non-Application Layer Protocol,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
262,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1571,Non-Standard Port,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,0
263,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1219,Remote Access Software,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
264,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1048,Exfiltration Over Alternative Protocol,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
265,"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1048,0
266,"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1048,0
267,"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1048,0
268,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1040,Network Sniffing,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,0
269,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1557,Man-in-the-Middle,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,0
270,,T1557.002,ARP Cache Poisoning,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1557,0
271,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1557,0
272,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1565,Data Manipulation,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
273,,T1565.002,Transmitted Data Manipulation,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1565,0
274,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1199,Trusted Relationship,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
275,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1602,Data from Configuration Repository,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,0
276,Can limit access to client management interfaces or configuration databases.,T1602.002,Network Device Configuration Dump,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1602,0
277,Can limit access to client management interfaces or configuration databases.,T1602.001,SNMP (MIB Dump),[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1602,0
278,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1542,Pre-OS Boot,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Minimal,,0
279,VPC security groups and network access control lists (NACLs) can be used to restrict clients to connecting (and therefore booting) from only trusted network resources.,T1542.005,TFTP Boot,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1542,0
