,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,score-category,score-value,related-score,metadata-key
179,,T1538,Cloud Service Dashboard,"['https://docs.aws.amazon.com/organizations/latest/userguide/orgs_introduction.html', 'https://aws.amazon.com/organizations/getting-started/best-practices/']",['Identity'],,AWS Organizations,technique-scores,Protect,Partial,,2
180,,T1190,Exploit Public-Facing Application,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,,2
181,,T1485,Data Destruction,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,,2
182,,T1486,Data Encrypted for Impact,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,,2
183,,T1565,Data Manipulation,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Minimal,,2
184,"AWS CloudEndure Disaster Recovery enables the replication and recovery of servers into AWS Cloud. In the event that data on servers is manipulated, AWS CloudEndure can be used to provision an instance of the server from a previous point in time within minutes. As a result, this mapping is given a score of Significant.",T1565.001,Stored Data Manipulation,[],[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,T1565,2
185,,T1491,Defacement,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,,2
186,"AWS CloudEndure Disaster Recovery enables the replication and recovery of servers into AWS Cloud. In the event that servers are defaced, AWS CloudEndure can be used to provision an instance of the server from a previous point in time within minutes. As a result, this mapping is given a score of Significant.",T1491.001,Internal Defacement,[],[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,T1491,2
187,"AWS CloudEndure Disaster Recovery enables the replication and recovery of servers into AWS Cloud. In the event that servers are defaced, AWS CloudEndure can be used to provision an instance of the server from a previous point in time within minutes. As a result, this mapping is given a score of Significant.",T1491.002,External Defacement,[],[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,T1491,2
188,,T1561,Disk Wipe,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,,2
189,"AWS CloudEndure Disaster Recovery enables the replication and recovery of servers into AWS Cloud. In the event that server disks are wiped, AWS CloudEndure can be used to provision an instance of the server from a previous point in time within minutes. As a result, this mapping is given a score of Significant.",T1561.001,Disk Content Wipe,[],[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,T1561,2
190,"AWS CloudEndure Disaster Recovery enables the replication and recovery of servers into AWS Cloud. In the event that server disks are wiped, AWS CloudEndure can be used to provision an instance of the server from a previous point in time within minutes. As a result, this mapping is given a score of Significant.",T1561.002,Disk Structure Wipe,[],[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,T1561,2
191,,T1490,Inhibit System Recovery,"['https://aws.amazon.com/cloudendure-disaster-recovery/', 'https://docs.cloudendure.com/#Configuring_and_Running_Disaster_Recovery/Configuring_and_Running_Disaster_Recovery.htm']",[],,AWS CloudEndure Disaster Recovery,technique-scores,Respond,Significant,,2
192,,T1552,Unsecured Credentials,"['https://aws.amazon.com/kms/', 'https://docs.aws.amazon.com/kms/latest/developerguide/overview.html']",['Credentials'],,AWS Key Management Service,technique-scores,Protect,Minimal,,2
193,"This service provides a more secure alternative to storing encryption keys in the file system. As a result of this service only supporting cryptographic keys and not other types of credentials, the coverage score is assessed as Partial resulting in an overall Partial score.",T1552.001,Credentials In Files,[],[],,AWS Key Management Service,technique-scores,Protect,Partial,T1552,2
194,This service allows for securely storing encryption keys and enforcing fine-grained access to the keys. The service does not allow anyone access to retrieve plaintext keys from the service.,T1552.004,Private Keys,[],[],,AWS Key Management Service,technique-scores,Protect,Significant,T1552,2
195,,T1588,Obtain Capabilities,"['https://aws.amazon.com/kms/', 'https://docs.aws.amazon.com/kms/latest/developerguide/overview.html']",['Credentials'],,AWS Key Management Service,technique-scores,Protect,Partial,,2
196,"The encryption key for the certificate can be stored in KMS, reducing its attack surface. Score is capped at Partial because adversaries can still misuse keys/certs if KMS and KMS resources are compromised.",T1588.003,Code Signing Certificates,[],[],,AWS Key Management Service,technique-scores,Protect,Partial,T1588,2
197,"The encryption key for the certificate can be stored in KMS, reducing its attack surface. Score is capped at Partial because adversaries can still misuse keys/certs if KMS and KMS resources are compromised.",T1588.004,Digital Certificates,[],[],,AWS Key Management Service,technique-scores,Protect,Partial,T1588,2
198,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1189,Drive-by Compromise,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
199,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1190,Exploit Public-Facing Application,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
200,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1203,Exploitation for Client Execution,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
201,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1068,Exploitation for Privilege Escalation,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
202,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1211,Exploitation for Defense Evasion,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
203,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1212,Exploitation for Credential Access,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
204,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1210,Exploitation of Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
205,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1110,Brute Force,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
206,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.001,Password Guessing,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,2
207,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.002,Password Cracking,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,2
208,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.003,Password Spraying,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,2
209,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.004,Credential Stuffing,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1110,2
210,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1133,External Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
211,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1021,Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
212,"The Amazon Inspector Best Practices assessment package can detect a security control setting related to remote service access on Linux endpoints. Specifically, ""Disable root login over SSH"". This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against adversaries accessing remote services. Given Amazon Inspector can only assess this security control on Linux platforms (although it also supports Windows) and it only restricts access to remote services for one user account, the coverage score is Minimal leading to an overall Minimal score.",T1021.004,SSH,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1021,2
213,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1222,File and Directory Permissions Modification,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
214,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this the score is capped at Partial. ",T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1222,2
215,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1562,Impair Defenses,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
216,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.001,Disable or Modify Tools,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,2
217,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.003,Impair Command History Logging,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,2
218,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.004,Disable or Modify System Firewall,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,2
219,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.006,Indicator Blocking,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1562,2
220,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1070,Indicator Removal on Host,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
221,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.002,Clear Linux or Mac System Logs,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,2
222,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.003,Clear Command History,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,2
223,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.004,File Deletion,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,2
224,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.005,Network Share Connection Removal,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,2
225,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.006,Timestomp,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1070,2
226,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1599,Network Boundary Bridging,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
227,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1599.001,Network Address Translation Traversal,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1599,2
228,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1003,OS Credential Dumping,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
229,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003.007,Proc Filesystem,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1003,2
230,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003.008,/etc/passwd and /etc/shadow,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1003,2
231,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1053,Scheduled Task/Job,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
232,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.001,At (Linux),[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1053,2
233,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.003,Cron,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1053,2
234,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.006,Systemd Timers,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1053,2
235,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1489,Service Stop,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
236,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1529,System Shutdown/Reboot,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
237,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1548,Abuse Elevation Control Mechanism,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
238,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1548.003,Sudo and Sudo Caching,[],[],,Amazon Inspector,technique-scores,Protect,Minimal,T1548,2
239,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1037,Boot or Logon Initialization Scripts,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
240,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this, the score is capped at Partial. ",T1037.004,RC Scripts,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1037,2
241,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1543,Create or Modify System Process,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Minimal,,2
242,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this, the score is capped at Partial. ",T1543.002,Systemd Service,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1543,2
243,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1046,Network Service Scanning,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
244,The CIS Benchmarks assessment package is considered out of scope because a separate project will be responsible for mapping CIS Benchmarks and ATT&CK.,T1595,Active Scanning,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],[],,Amazon Inspector,technique-scores,Protect,Partial,,2
245,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1595.001,Scanning IP Blocks,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1595,2
246,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1595.002,Vulnerability Scanning,[],[],,Amazon Inspector,technique-scores,Protect,Partial,T1595,2
247,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1590,Gather Victim Network Information,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
248,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.001,Domain Properties,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,2
249,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.004,Network Topology,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,2
250,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.005,IP Addresses,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,2
251,VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,T1590.006,Network Security Appliances,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1590,2
252,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1595,Active Scanning,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
253,"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1595.001,Scanning IP Blocks,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1595,2
254,"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1595.002,Vulnerability Scanning,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1595,2
255,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1133,External Remote Services,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
256,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1205,Traffic Signaling,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
257,"VPC security groups and network access control lists (NACLs) can protect against this sub-technique by enforcing limited access to only required ports.  Consequently, even if the adversary is able to utilize port knocking to open additional ports at the host level, it is still blocked at the security group or NACL level. ",T1205.001,Port Knocking,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1205,2
258,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1046,Network Service Scanning,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,2
259,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1018,Remote System Discovery,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
