,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
200,"Amazon Inspector can detect known vulnerabilities on various Windows and Linux endpoints. Furthermore, the Amazon Inspector Best Practices assessment package can assess security controls for ""Enable Address Space Layout Randomization (ASLR)"" and ""Enable Data Execution Prevention (DEP)"" that makes it more difficult for an attacker to exploit vulnerabilities in software. This information can be used to patch, isolate, and remove vulnerable software and endpoints. Amazon Inspector does not directly protect against exploitation and it is not effective against zero-day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial.",T1203,Exploitation for Client Execution,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
201,"Amazon Inspector can detect known vulnerabilities on various Windows and Linux endpoints. Furthermore, the Amazon Inspector Best Practices assessment package can assess security controls for ""Enable Address Space Layout Randomization (ASLR)"" and ""Enable Data Execution Prevention (DEP)"" that makes it more difficult for an attacker to exploit vulnerabilities in software. This information can be used to patch, isolate, and remove vulnerable software and endpoints. Amazon Inspector does not directly protect against exploitation and it is not effective against zero-day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial.",T1068,Exploitation for Privilege Escalation,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
202,"Amazon Inspector can detect known vulnerabilities on various Windows and Linux endpoints. Furthermore, the Amazon Inspector Best Practices assessment package can assess security controls for ""Enable Address Space Layout Randomization (ASLR)"" and ""Enable Data Execution Prevention (DEP)"" that makes it more difficult for an attacker to exploit vulnerabilities in software. This information can be used to patch, isolate, and remove vulnerable software and endpoints. Amazon Inspector does not directly protect against exploitation and it is not effective against zero-day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial.",T1211,Exploitation for Defense Evasion,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
203,"Amazon Inspector can detect known vulnerabilities on various Windows and Linux endpoints. Furthermore, the Amazon Inspector Best Practices assessment package can assess security controls for ""Enable Address Space Layout Randomization (ASLR)"" and ""Enable Data Execution Prevention (DEP)"" that makes it more difficult for an attacker to exploit vulnerabilities in software. This information can be used to patch, isolate, and remove vulnerable software and endpoints. Amazon Inspector does not directly protect against exploitation and it is not effective against zero-day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial.",T1212,Exploitation for Credential Access,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
204,"Amazon Inspector can detect known vulnerabilities on various Windows and Linux endpoints. This information can be used to patch, isolate, and remove vulnerable software and endpoints. Furthermore, the Amazon Inspector Best Practices assessment package can assess a security control ""Support SSH version 2 only"" that prevents the use of a vulnerable version of SSH from being used as well as assess security controls for ""Enable Address Space Layout Randomization (ASLR)"" and ""Enable Data Execution Prevention (DEP)"" that makes it more difficult for an attacker to exploit vulnerabilities in software. Amazon Inspector does not directly protect against exploitation and it is not effective against zero-day attacks, vulnerabilities with no available patch, and software that may not be analyzed by the scanner. As a result, the score is capped at Partial.",T1210,Exploitation of Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
205,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110,Brute Force,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
206,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.001,Password Guessing,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1110,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
207,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.002,Password Cracking,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1110,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
208,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.003,Password Spraying,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1110,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
209,"The Amazon Inspector Best Practices assessment package can detect security control settings related to authentication and password policies on Linux endpoints. Specific security controls it can assess include ""Disable password authentication over SSH"", ""Configure password maximum age"", ""Configure password minimum length"", and ""Configure password complexity"" all of which impact the ability to brute force a password. This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against brute force attacks. Given Amazon Inspector can only assess these security controls on Linux platforms (although it also supports Windows), the coverage score is Minimal leading to an overall Minimal score.",T1110.004,Credential Stuffing,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1110,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
210,"The Amazon Inspector Best Practices assessment package can detect a security control setting related to remote service access on Linux endpoints. Specifically, ""Disable root login over SSH"". This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against adversaries accessing remote services. Given Amazon Inspector can only assess this security control on Linux platforms (although it also supports Windows) and it only restricts access to remote services for one user account, the coverage score is Minimal leading to an overall Minimal score.",T1133,External Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
211,"The Amazon Inspector Best Practices assessment package can detect a security control setting related to remote service access on Linux endpoints. Specifically, ""Disable root login over SSH"". This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against adversaries accessing remote services. Given Amazon Inspector can only assess this security control on Linux platforms (although it also supports Windows), it only restricts access to remote services for one user account, and only supports one sub-technique, the coverage score is Minimal leading to an overall Minimal score.",T1021,Remote Services,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
212,"The Amazon Inspector Best Practices assessment package can detect a security control setting related to remote service access on Linux endpoints. Specifically, ""Disable root login over SSH"". This information can be used identify insecure configurations and harden the endpoints. Amazon Inspector does not directly protect against adversaries accessing remote services. Given Amazon Inspector can only assess this security control on Linux platforms (although it also supports Windows) and it only restricts access to remote services for one user account, the coverage score is Minimal leading to an overall Minimal score.",T1021.004,SSH,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1021,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
213,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1222,File and Directory Permissions Modification,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
214,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this the score is capped at Partial. ",T1222.002,Linux and Mac File and Directory Permissions Modification,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,T1222,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
215,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562,Impair Defenses,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
216,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.001,Disable or Modify Tools,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1562,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
217,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.003,Impair Command History Logging,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1562,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
218,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.004,Disable or Modify System Firewall,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1562,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
219,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1562.006,Indicator Blocking,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1562,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
220,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070,Indicator Removal on Host,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
221,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.002,Clear Linux or Mac System Logs,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1070,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
222,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.003,Clear Command History,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1070,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
223,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.004,File Deletion,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1070,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
224,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.005,Network Share Connection Removal,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1070,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
225,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1070.006,Timestomp,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1070,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
226,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1599,Network Boundary Bridging,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
227,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1599.001,Network Address Translation Traversal,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1599,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
228,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003,OS Credential Dumping,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
229,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003.007,Proc Filesystem,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1003,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
230,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1003.008,/etc/passwd and /etc/shadow,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1003,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
231,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053,Scheduled Task/Job,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
232,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.001,At (Linux),[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1053,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
233,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.003,Cron,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1053,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
234,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1053.006,Systemd Timers,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1053,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
235,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1489,Service Stop,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
236,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1529,System Shutdown/Reboot,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
237,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1548,Abuse Elevation Control Mechanism,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
238,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1548.003,Sudo and Sudo Caching,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,T1548,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
239,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1037,Boot or Logon Initialization Scripts,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
240,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this, the score is capped at Partial. ",T1037.004,RC Scripts,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,T1037,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
241,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",T1543,Create or Modify System Process,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,minimal,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
242,"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this, the score is capped at Partial. ",T1543.002,Systemd Service,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,T1543,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
243,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1046,Network Service Scanning,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
244,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1595,Active Scanning,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
245,"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",T1595.001,Scanning IP Blocks,[],Amazon Inspector,Amazon Inspector,technique_scores,protect,partial,T1595,Amazon Inspector,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
