,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
542,,T1602.002,Data from Configuration Repository: Network Device Configuration Dump,[],[],,action.hacking.variety.Scan network,related-to,action.hacking.variety.Scan network,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
543,,T1602.002,Data from Configuration Repository: Network Device Configuration Dump,[],[],,"attribute.confidentiality."""".data_disclosure",related-to,"attribute.confidentiality."""".data_disclosure",,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
544,,T1526,Cloud Service Discovery,[],[],,action.hacking.variety.Scan network,related-to,action.hacking.variety.Scan network,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
545,,T1580,Cloud Infrastructure Discovery,[],[],,action.hacking.variety.Scan network,related-to,action.hacking.variety.Scan network,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
546,,T1606,Forge Web Credentials,[],[],,action.hacking.variety.Session prediction,related-to,action.hacking.variety.Session prediction,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
547,,T1606,Forge Web Credentials,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
548,,T1606.001,Forge Web Credentials: Web Cookies,[],[],,action.hacking.variety.Session prediction,related-to,action.hacking.variety.Session prediction,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
549,,T1606.001,Forge Web Credentials: Web Cookies,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
550,,T1550.004,Use Alternate Authentication Material:Web Session Cookie,[],[],,action.hacking.variety.Session replay,related-to,action.hacking.variety.Session replay,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
551,,T1550.004,Use Alternate Authentication Material:Web Session Cookie,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
552,,T1021,Remote Services,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
553,,T1021,Remote Services,[],[],,action.malware.vector.Network propagation,related-to,action.malware.vector.Network propagation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
554,,T1021.001,Remote Services: Remote Desktop Protocol,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
555,,T1021.001,Remote Services: Remote Desktop Protocol,[],[],,action.hacking.vector.Desktop sharing software,related-to,action.hacking.vector.Desktop sharing software,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
556,,T1021.002,Remote Services: SMB/Windows Admin Shares,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
557,,T1021.002,Remote Services: SMB/Windows Admin Shares,[],[],,action.hacking.vector.Command shell,related-to,action.hacking.vector.Command shell,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
558,,T1021.003,Remote Services: Distributed Component Object Model,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
559,,T1021.003,Remote Services: Distributed Component Object Model,[],[],,action.hacking.vector.Command shell,related-to,action.hacking.vector.Command shell,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
560,,T1021.004,Remote Services: SSH,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
561,,T1021.004,Remote Services: SSH,[],[],,action.hacking.vector.Command shell,related-to,action.hacking.vector.Command shell,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
562,,T1021.005,Remote Services: VNC,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
563,,T1021.005,Remote Services: VNC,[],[],,action.hacking.vector.Desktop sharing software,related-to,action.hacking.vector.Desktop sharing software,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
564,,T1021.006,Remote Services: Windows Remote Management,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
565,,T1021.006,Remote Services: Windows Remote Management,[],[],,action.hacking.vector.Command shell,related-to,action.hacking.vector.Command shell,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
566,,T1078.001,Valid Accounts: Default Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
567,,T1078.002,Valid Accounts: Domain Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
568,,T1078.003,Valid Accounts: Local Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
569,,T1078.004,Valid Accounts: Cloud Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
570,,T1134,Access Token Manipulation,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
571,,T1134.001,Access Token Manipulation: Token Impersonation/Theft,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
572,,T1134.002,Access Token Manipulation: Create Process with Token,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
573,,T1134.003,Access Token Manipulation: Make and Impersonate Token,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
574,,T1134.004,Access Token Manipulation: Parent PID Spoofing,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
575,,T1134.005,Access Token Manipulation: SID-History Injection,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
576,,T1550,Use Alternate Authentication Material,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
577,,T1550,Use Alternate Authentication Material,[],[],,action.malware.variety.Pass-the-hash,related-to,action.malware.variety.Pass-the-hash,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
578,,T1550,Use Alternate Authentication Material,[],[],,action.malware.vector.Network propagation,related-to,action.malware.vector.Network propagation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
579,,T1550.001,Use Alternate Authentication Material: Application Access Token,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
580,,T1550.003,Use Alternate Authentication Material: Pass the Ticket,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
581,,T1558,Steal or Forge Kerberos Tickets,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
582,,T1558.001,Steal or Forge Kerberos Tickets: Golden Ticket,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
583,,T1558.002,Steal or Forge Kerberos Tickets: Silver Ticket,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
584,,T1558.003,Steal or Forge Kerberos Tickets: Kerberoasting,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
585,,T1586,Compromise Account,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
586,,T1586.001,Compromise Account: Social Media Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
587,,T1586.001,Compromise Account: Social Media Accounts,[],[],,action.social.variety.Phishing,related-to,action.social.variety.Phishing,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
588,,T1586.001,Compromise Account: Social Media Accounts,[],[],,action.social.variety.Pretexting,related-to,action.social.variety.Pretexting,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
589,,T1586.002,Compromise Account: Email Accounts,[],[],,action.hacking.variety.Use of stolen creds,related-to,action.hacking.variety.Use of stolen creds,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
590,,T1611,Escape to Host,[],[],,action.hacking.variety.Virtual machine escape,related-to,action.hacking.variety.Virtual machine escape,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
591,,T1213,Data from Information Repository,[],[],,action.hacking.variety.XML external entities,related-to,action.hacking.variety.XML external entities,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
592,,T1213,Data from Information Repository,[],[],,action.malware.variety.Capture stored data,related-to,action.malware.variety.Capture stored data,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
593,,T1213,Data from Information Repository,[],[],,"attribute.confidentiality."""".data_disclosure",related-to,"attribute.confidentiality."""".data_disclosure",,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
594,,T1010,Application Window Discovery,[],[],,action.hacking.variety.XPath injection,related-to,action.hacking.variety.XPath injection,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
595,,T1010,Application Window Discovery,[],[],,action.malware.variety.Capture stored data,related-to,action.malware.variety.Capture stored data,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
596,,T1105,Ingress Tool Transfer,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
597,,T1105,Ingress Tool Transfer,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
598,,T1111,Two-Factor Authentication Interception,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
599,,T1583,Acquire Infrastructure,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
600,,T1583,Acquire Infrastructure,[],[],,action.malware.vector.Web application - download,related-to,action.malware.vector.Web application - download,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
601,,T1583.001,Acquire Infrastructure: Domains,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
602,,T1583.001,Acquire Infrastructure: Domains,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
603,,T1583.001,Acquire Infrastructure: Domains,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
604,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
605,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
606,,T1583.002,Acquire Infrastructure: DNS Server,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
607,,T1584,Compromise Infrastructure,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
608,,T1584,Compromise Infrastructure,[],[],,action.malware.vector.Web application - download,related-to,action.malware.vector.Web application - download,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
609,,T1584.001,Compromise Infrastructure: Domains,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
610,,T1584.001,Compromise Infrastructure: Domains,[],[],,action.social.variety.Pretexting,related-to,action.social.variety.Pretexting,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
611,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
612,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
613,,T1584.002,Compromise Infrastructure: DNS Server,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
614,,T1584.003,Compromise Infrastructure: Virtual Private Server,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
615,,T1584.004,Compromise Infrastructure: Server,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
616,,T1584.006,Compromise Infrastructure: Web Services,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
617,,T1587,Develop Capabilities,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
618,,T1587,Develop Capabilities,[],[],,value_chain.development.variety.Unknown,related-to,value_chain.development.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
619,,T1587.001,Develop Capabilities: Malware,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
620,,T1587.001,Develop Capabilities: Malware,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
621,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Bot,related-to,value_chain.development.variety.Bot,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
622,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Payload,related-to,value_chain.development.variety.Payload,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
623,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Ransomware,related-to,value_chain.development.variety.Ransomware,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
624,,T1587.001,Develop Capabilities: Malware,[],[],,value_chain.development.variety.Trojan,related-to,value_chain.development.variety.Trojan,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
625,,T1587.002,Develop Capabilities: Code Signing Certificates,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
626,,T1587.002,Develop Capabilities: Code Signing Certificates,[],[],,value_chain.development.variety.Other,related-to,value_chain.development.variety.Other,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
627,,T1587.003,Develop Capabilities: Digital Certificates,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
628,,T1587.003,Develop Capabilities: Digital Certificates,[],[],,value_chain.development.variety.Other,related-to,value_chain.development.variety.Other,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
629,,T1587.004,Develop Capabilities: Exploits,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
630,,T1587.004,Develop Capabilities: Exploits,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
631,,T1587.004,Develop Capabilities: Exploits,[],[],,value_chain.development.variety.Exploit,related-to,value_chain.development.variety.Exploit,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
632,,T1587.004,Develop Capabilities: Exploits,[],[],,value_chain.development.variety.Exploit Kits,related-to,value_chain.development.variety.Exploit Kits,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
633,,T1588,Obtain Capabilities,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
634,,T1588,Obtain Capabilities,[],[],,value_chain.development.variety.Unknown,related-to,value_chain.development.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
635,,T1588.001,Obtain Capabilities: Malware,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
636,,T1588.001,Obtain Capabilities: Malware,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
637,,T1588.001,Obtain Capabilities: Malware,[],[],,value_chain.development.variety.Bot,related-to,value_chain.development.variety.Bot,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
638,,T1588.001,Obtain Capabilities: Malware,[],[],,value_chain.development.variety.Payload,related-to,value_chain.development.variety.Payload,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
639,,T1588.001,Obtain Capabilities: Malware,[],[],,value_chain.development.variety.Ransomware,related-to,value_chain.development.variety.Ransomware,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
640,,T1588.001,Obtain Capabilities: Malware,[],[],,value_chain.development.variety.Trojan,related-to,value_chain.development.variety.Trojan,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
641,,T1588.002,Obtain Capabilities: Tool,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
642,,T1588.003,Obtain Capabilities: Code Signing Certificates,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
643,,T1588.003,Obtain Capabilities: Code Signing Certificates,[],[],,value_chain.development.variety.Other,related-to,value_chain.development.variety.Other,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
644,,T1588.004,Obtain Capabilities: Digital Certificates,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
645,,T1588.004,Obtain Capabilities: Digital Certificates,[],[],,value_chain.development.variety.Other,related-to,value_chain.development.variety.Other,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
646,,T1588.005,Obtain Capabilities: Exploits,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
647,,T1588.005,Obtain Capabilities: Exploits,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
648,,T1588.005,Obtain Capabilities: Exploits,[],[],,value_chain.development.variety.Exploit,related-to,value_chain.development.variety.Exploit,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
649,,T1588.005,Obtain Capabilities: Exploits,[],[],,value_chain.development.variety.Exploit Kits,related-to,value_chain.development.variety.Exploit Kits,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
650,,T1588.006,Obtain Capabilities: Vulnerabilities,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
651,,T1588.006,Obtain Capabilities: Vulnerabilities,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
652,,T1599,Network Boundry Bridging,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
653,,T1599.001,Network Boundry Bridging: Network Address Translation Traversal,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
654,,T1606.002,Forge Web Credentials: SAML Tokens,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
655,,T1531,Account Access Removal,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
656,,T1531,Account Access Removal,[],[],,attribute.availability.variety.Destruction,related-to,attribute.availability.variety.Destruction,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
657,,T1531,Account Access Removal,[],[],,attribute.availability.variety.Interruption,related-to,attribute.availability.variety.Interruption,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
658,,T1531,Account Access Removal,[],[],,attribute.integrity.variety.Unknown,related-to,attribute.integrity.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
659,,T1219,Remote Access Software,[],[],,action.hacking.vector.Desktop sharing software,related-to,action.hacking.vector.Desktop sharing software,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
660,,T1219,Remote Access Software,[],[],,action.malware.variety.Adminware,related-to,action.malware.variety.Adminware,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
661,,T1497,Virtualization/Sandbox Evasion,[],[],,action.hacking.vector.Hypervisor,related-to,action.hacking.vector.Hypervisor,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
662,,T1497,Virtualization/Sandbox Evasion,[],[],,action.hacking.vector.Inter-tenant,related-to,action.hacking.vector.Inter-tenant,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
663,,T1497,Virtualization/Sandbox Evasion,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
664,,T1199,Trusted Relationship,[],[],,action.hacking.vector.Partner,related-to,action.hacking.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
665,,T1199,Trusted Relationship,[],[],,action.malware.variety.Adware,related-to,action.malware.variety.Adware,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
666,,T1199,Trusted Relationship,[],[],,action.malware.vector.Partner,related-to,action.malware.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
667,,T1199,Trusted Relationship,[],[],,action.social.vector.Partner,related-to,action.social.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
668,,T1195,Supply Chain Compromise,[],[],,action.hacking.vector.Partner,related-to,action.hacking.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
669,,T1195,Supply Chain Compromise,[],[],,action.malware.vector.Partner,related-to,action.malware.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
670,,T1195,Supply Chain Compromise,[],[],,action.malware.vector.Software update,related-to,action.malware.vector.Software update,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
671,,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,[],[],,action.hacking.vector.Partner,related-to,action.hacking.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
672,,T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,[],[],,action.social.vector.Software,related-to,action.social.vector.Software,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
673,,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,[],[],,action.hacking.vector.Partner,related-to,action.hacking.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
674,,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,[],[],,action.social.vector.Software,related-to,action.social.vector.Software,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
675,,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,[],[],,action.hacking.vector.Partner,related-to,action.hacking.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
676,,T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,[],[],,action.social.vector.Partner,related-to,action.social.vector.Partner,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
677,,T1200,Hardware Additions,[],[],,action.hacking.vector.Physical access,related-to,action.hacking.vector.Physical access,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
678,,T1056.003,Input Capture: Web Portal Capture,[],[],,action.hacking.vector.Web application,related-to,action.hacking.vector.Web application,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
679,,T1056.003,Input Capture: Web Portal Capture,[],[],,action.malware.variety.Capture app data,related-to,action.malware.variety.Capture app data,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
680,,T1056.003,Input Capture: Web Portal Capture,[],[],,"attribute.confidentiality."""".data_disclosure",related-to,"attribute.confidentiality."""".data_disclosure",,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
681,,T1095,Non-Application Layer Protocol,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
682,,T1095,Non-Application Layer Protocol,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
683,,T1095,Non-Application Layer Protocol,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
684,,T1571,Non-Standard Port,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
685,,T1571,Non-Standard Port,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
686,,T1571,Non-Standard Port,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
687,,T1505,Server Software Component,[],[],,action.malware.variety.Backdoor,related-to,action.malware.variety.Backdoor,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
